转发微博,1
转基因,20
转基因食品,4
赚,2
装,1
追,1
追究,1
准备,1
准则,2
卓越,1
着实,1
资本,1
资本家,1
资格,2
资金,1
资源,1
姿,1
子,5
子传,1
子女,1
自豪,2
自己人,1
自然,3
自然,6
自然,13
自然界,3
自然人,1
自信,1
自行,1
自以为是,2
自由,1
自由,1
自有,1
自愿,3
自主,1
自作聪明,2
字里行间,1
字眼,1
宗教,1
总是,3
总体,1
走,3
走弯路,2
奏,1
族,1
阻碍,2
阻断,1
阻止,2
阻止人类,3
组,3
嘴巴,1
醉,2
最近,1
最终,3
罪人,1
罪行,1
尊重,11
遵守,2
遵循自然规律,1
昨天,1
做,80
做成,1
做出,1
做法,1
做活,3
做事,1
作,1
作为,2
坐,1
坐牢,5
座,1
夭折,1
罔,3
禀,1
诶,2
吆喝,2
呦,2
哒,2
咦,1
嗯,15
噱头,1
嚯,1
岌岌可危,1
巅峰,1
徵,3
馍馍,1
悖,2
悚,1
愕,1
懵,1
寮,1
缜密,1
缤纷,1
橘子,1
掰,1
炫耀,2
類,1
螃蟹,1
信息熵总和,
