Word	Part-Of-Speech	Weight	Frequency
超群	vi	2.15	2
人命	n	2.15	2
前奏	n	2.15	2
害人	vi	2.15	2
无期徒刑	nl	2.15	2
武功	n	2.15	2
轩然大波	nl	2.15	2
别提	v	2.15	2
冤枉	v	2.15	2
泯灭	v	2.15	2
近亲	n	2.15	2
沦丧	vn	2.15	2
后患	n	2.15	2
考点	n	2.15	2
通篇	n	2.15	2
害人不浅	vl	2.15	2
头皮	n	2.15	2
丁香	n	2.15	2
孩儿	n	2.15	2
发麻	vi	2.15	2
不孕	vi	2.15	2
不为人知	vl	2.15	2
怪胎	n	2.15	2
玩	v	2.12	5
医	ng	2.12	5
性	ng	2.12	5
什	ng	2.12	5
确定	v	2.11	3
行医	vi	2.11	3
养	v	2.10	6
证	n	2.10	6
案	ng	2.10	32
愿	v	2.07	4
加	v	2.07	4
选	v	2.07	4
线	n	2.07	4
查	v	2.07	4
取	v	2.07	4
失	v	2.07	4
弄	v	2.07	4
犯	v	2.07	4
理	v	2.07	4
狗	n	2.07	4
首先	d	2.06	4
依然	d	2.06	4
仅仅	d	2.06	4
赶紧	d	2.06	4
早晚	d	2.06	4
依法	d	2.04	5
题	n	2.04	5
脸	n	2.04	5
個	n	2.01	5
特别	d	1.98	3
正在	d	1.98	3
还要	d	1.98	3
几乎	d	1.98	3
当然	d	1.98	3
至今	d	1.98	3
至少	d	1.98	3
大概	d	1.98	3
故意	d	1.98	3
极度	d	1.98	3
何其	d	1.98	3
贸然	d	1.98	3
會	n	1.98	3
問	n	1.98	3
怼	n	1.98	3
缺德	a	1.98	4
早就	d	1.95	4
起码	d	1.95	4
里面	f	1.93	6
快讯	n	1.93	7
hIV感染者	n_new	1.92	1
关心婴儿	n_new	1.92	1
制约科学	n_new	1.92	1
预知	n_new	1.92	1
基因工程	n_new	1.92	1
有利于人类	n_new	1.92	1
上市公司	n_new	1.92	1
劣等基因	n_new	1.92	1
经济利益	n_new	1.92	1
开庭审理	n_new	1.92	1
闭嘴	n_new	1.92	1
跪求	n_new	1.92	1
融入社会	n_new	1.92	1
黑镜	n_new	1.92	1
正面回答	n_new	1.92	1
更改基因	n_new	1.92	1
伦理审查	n_new	1.92	1
三年	nr2	1.92	1
普通民众	n_new	1.92	1
遗传性疾病	n_new	1.92	1
科学献身	n_new	1.92	1
遗传学专业	n_new	1.92	1
非自然	n_new	1.92	1
@Shenyuan	n	1.92	1
网络世界	ntbj	1.92	1
博眼球	n_new	1.92	1
脑洞	n_new	1.92	1
自主招生	n_new	1.92	1
法律法规	n_new	1.92	1
生物学界	n_new	1.92	1
银行卡	n_new	1.92	1
慈禧	nr2	1.92	1
加评论	n_new	1.92	1
压根	n_new	1.92	1
加速人类	n_new	1.92	1
后果不堪设想	n_new	1.92	1
基因链	n_new	1.92	1
敲除	n_new	1.92	1
恋爱结婚	n_new	1.92	1
遗传病史	n_new	1.92	1
基因编程	n_new	1.92	1
专业人士	n_new	1.92	1
可以避免	n_new	1.92	1
帮忙解释	n_new	1.92	1
链接	n_new	1.92	1
舔狗	n_new	1.92	1
网民	n_new	1.92	1
@LinKi	n	1.92	1
人类带来	n_new	1.92	1
高中生物课	n_new	1.92	1
无知无畏	n_new	1.92	1
实验对象	n_new	1.92	1
道德沦丧	n_new	1.92	1
敲掉	n_new	1.92	1
无视基因	n_new	1.92	1
建奎	nr2	1.92	1
筛查	n_new	1.92	1
科学怪人	n_new	1.92	1
枉顾	n_new	1.92	1
国内	s	1.91	5
矛盾	an	1.89	3
一般	a	1.89	3
漫长	a	1.89	3
别	d	1.89	21
恐慌	a	1.89	3
好多	m	1.89	6
@法医秦明	nr	1.87	2
许多	m	1.87	4
左右	m	1.87	4
国外	s	1.87	4
背后	f	1.87	4
最初	b	1.87	4
终生	m	1.87	4
超级	b	1.87	4
最高	a	1.84	4
目前	t	1.79	16
cas9	x	1.78	3
三	m	1.78	381
碰	v	1.78	6
乱	a	1.77	9
全面	a	1.76	2
困难	an	1.76	2
先进	a	1.76	2
正式	a	1.76	2
明显	ad	1.76	2
及时	ad	1.76	2
复杂	a	1.75	2
公正	ad	1.75	2
真实	a	1.75	2
彻底	a	1.75	2
危险	an	1.75	2
显然	ad	1.75	2
激动	a	1.75	2
个别	a	1.75	2
仔细	ad	1.75	2
平凡	a	1.75	2
快乐	a	1.75	2
漂亮	a	1.75	2
封建	an	1.75	2
过分	a	1.75	2
相似	a	1.75	2
失望	a	1.75	2
干净	a	1.75	2
旺盛	a	1.75	2
祥和	a	1.75	2
完美	a	1.75	2
随便	ad	1.75	2
有用	a	1.75	2
不可思议	al	1.75	2
痛心	a	1.75	2
不好意思	a	1.75	2
激进	a	1.75	2
强壮	a	1.75	2
实时	a	1.75	2
愚蠢	a	1.75	2
恶毒	a	1.75	2
权	n	1.75	6
样	ng	1.75	6
搜	v	1.75	3
疯	vi	1.75	7
坏	a	1.73	10
坐	v	1.71	4
论	v	1.71	4
背	v	1.71	4
负	v	1.67	7
读	v	1.65	3
树	n	1.65	3
尽	vi	1.65	3
记	v	1.65	3
风	n	1.65	3
接	v	1.65	3
留	v	1.65	3
挂	v	1.65	3
提	v	1.65	3
帮	v	1.65	3
声	ng	1.65	3
保	v	1.65	3
架	v	1.65	3
官	n	1.65	3
动	v	1.65	3
断	v	1.65	3
够	v	1.65	3
火	n	1.65	3
望	v	1.65	3
气	n	1.65	3
版	n	1.65	3
患	v	1.65	3
破	v	1.65	3
毛	n	1.65	3
牛	n	1.65	3
缺	v	1.65	3
圈	n	1.65	3
亲	v	1.65	3
逼	v	1.65	3
绝	vg	1.65	3
食	ng	1.65	3
锅	n	1.65	3
检	ng	1.65	3
序	n	1.65	3
废	v	1.65	3
夸	v	1.65	3
测	v	1.65	3
娃	ng	1.65	3
逗	v	1.65	3
魔	ng	1.65	3
後	nr1	1.65	3
者	k	1.64	18
笑	v	1.62	4
药	n	1.62	4
违	vg	1.62	4
ta	n	1.62	4
霍金	nrf	1.61	2
领导	n	1.61	1
会议	n	1.60	1
群众	n	1.60	1
提高	v	1.60	1
加强	v	1.60	1
部门	n	1.60	1
政策	n	1.60	1
建立	v	1.60	1
参加	v	1.60	1
提供	v	1.60	1
环境	n	1.60	1
增加	v	1.60	1
质量	n	1.60	1
银行	n	1.60	1
开放	v	1.60	1
计划	n	1.60	1
具有	v	1.60	1
强调	v	1.60	1
目标	n	1.60	1
双方	n	1.60	1
重视	v	1.60	1
危机	n	1.60	1
传统	n	1.60	1
完成	v	1.60	1
收入	n	1.60	1
资源	n	1.60	2
包括	v	1.60	1
发表	v	1.60	1
扩大	v	1.60	1
成立	vi	1.60	1
年代	n	1.60	1
原则	n	1.60	1
调查	vn	1.60	3
文明	n	1.60	1
祖国	n	1.60	1
行动	vn	1.60	1
优势	n	1.60	1
加快	v	1.60	1
队伍	n	1.60	1
作品	n	1.60	1
力量	n	1.60	1
人口	n	1.60	1
部队	n	1.60	1
来自	v	1.60	1
先生	n	1.60	1
规模	n	1.60	1
持续	vd	1.60	1
基层	n	1.60	1
交流	vn	1.60	1
地位	n	1.60	1
观念	n	1.60	1
加大	v	1.60	1
协议	n	1.60	1
准备	v	1.60	1
分析	vn	1.60	1
电话	n	1.60	1
意识	n	1.60	1
大会	n	1.60	1
批准	vn	1.60	1
基金	n	1.60	1
速度	n	1.60	1
表明	v	1.60	1
超过	v	1.60	1
集团	n	1.60	1
综合	vn	1.60	1
劳动	vn	1.60	1
设计	vn	1.60	1
人民日报	ntqg	1.60	1
岗位	n	1.60	1
注意	v	1.60	1
确保	v	1.60	1
保险	n	1.60	1
负责人	n	1.60	1
儿童	n	1.60	1
nature	n	1.60	1
村民	n	1.60	1
公安	n	1.60	1
相信	v	1.60	1
说明	v	1.60	1
设立	v	1.60	1
打击	v	1.60	1
推出	v	1.60	1
生态	n	1.60	1
小组	n	1.60	1
教学	vn	1.60	1
法规	n	1.60	1
全球	n	1.60	1
主管	vn	1.60	1
有所	v	1.60	2
购买	v	1.60	1
签署	v	1.60	1
上升	vi	1.60	1
强化	v	1.60	1
报纸	n	1.60	1
规律	n	1.60	2
层次	n	1.60	1
回答	v	1.60	1
北大	n	1.60	1
满意	v	1.60	1
发言	vi	1.60	1
把握	v	1.60	1
计算机	n	1.60	1
官员	n	1.60	1
合同	n	1.60	1
显示	v	1.60	1
品种	n	1.60	1
主题	n	1.60	1
中华民族	n	1.60	1
离开	v	1.60	1
留下	v	1.60	1
优化	v	1.60	1
做好	v	1.60	1
数量	n	1.60	1
事故	n	1.60	1
毕业	v	1.60	1
步伐	n	1.60	1
战胜	v	1.60	1
制造	v	1.60	1
带领	v	1.60	1
注重	v	1.60	1
宗教	n	1.60	1
办事	vi	1.60	1
同胞	n	1.60	1
启动	vn	1.60	1
思路	n	1.60	1
改进	v	1.60	1
父亲	n	1.60	1
推行	v	1.60	1
位置	n	1.60	1
展示	v	1.60	1
治安	n	1.60	1
预计	v	1.60	1
语言	n	1.60	1
心理	n	1.60	1
环节	n	1.60	1
差距	n	1.60	1
承诺	v	1.60	1
依据	n	1.60	1
协商	v	1.60	1
对外	vd	1.60	1
儿子	n	1.60	1
制裁	v	1.60	1
清理	v	1.60	1
转移	v	1.60	1
失去	v	1.60	1
时刻	n	1.60	1
制约	v	1.60	1
课题	n	1.60	1
加以	vx	1.60	1
学科	n	1.60	1
称为	v	1.60	1
教训	n	1.60	1
继承	v	1.60	1
发布	v	1.60	1
冲击	vn	1.60	1
见到	v	1.60	1
事迹	n	1.60	1
操作	vn	1.60	1
提前	vd	1.60	1
摆脱	v	1.60	1
表彰	v	1.60	1
设置	vn	1.60	1
检验	v	1.60	1
具备	v	1.60	1
数据	n	1.60	1
防范	v	1.60	1
普及	v	1.60	1
富有	v	1.60	1
好事	n	1.60	1
对方	n	1.60	1
警察	n	1.60	1
妻子	n	1.60	1
少年	n	1.60	1
领先	vi	1.60	1
文字	n	1.60	1
发射	vn	1.60	1
意味着	v	1.60	1
工具	n	1.60	1
气候	n	1.60	1
现状	n	1.60	1
传播	v	1.60	1
听到	v	1.60	1
浪费	v	1.60	1
华人	n	1.60	1
放在	v	1.60	1
评估	vn	1.60	1
回来	v	1.60	1
列入	v	1.60	2
精力	n	1.60	1
纳入	v	1.60	1
核武器	n	1.60	1
审批	vn	1.60	2
融资	vi	1.60	1
预测	v	1.60	1
呈现	v	1.60	1
家属	n	1.60	1
心情	n	1.60	1
使得	vi	1.60	1
维持	v	1.60	1
审判	v	1.60	1
到来	vi	1.60	1
引发	v	1.60	1
财富	n	1.60	1
夫妇	n	1.60	2
出去	vf	1.60	1
障碍	n	1.60	1
记录	v	1.60	1
奖励	vn	1.60	1
道理	n	1.60	1
带头	vd	1.60	1
考验	vn	1.60	1
安装	v	1.60	1
计算	vn	1.60	1
待遇	n	1.60	1
移民	n	1.60	1
变革	vn	1.60	1
电视剧	n	1.60	1
收益	n	1.60	1
名字	n	1.60	1
接近	v	1.60	1
接着	v	1.60	1
论述	v	1.60	1
高潮	n	1.60	1
鉴定	vn	1.60	1
装备	n	1.60	1
保留	v	1.60	1
解除	v	1.60	1
照顾	v	1.60	1
规则	n	1.60	1
戏剧	n	1.60	1
得知	v	1.60	1
教材	n	1.60	1
重要性	n	1.60	1
势力	n	1.60	1
课程	n	1.60	1
用人	vi	1.60	1
理由	n	1.60	2
大门	n	1.60	1
前途	n	1.60	1
地面	n	1.60	1
声音	n	1.60	1
火箭	n	1.60	1
历史性	n	1.60	1
养老	vn	1.60	1
奥运会	n	1.60	1
指责	v	1.60	1
伟人	n	1.60	1
人民法院	nl	1.60	5
新增	v	1.60	1
称赞	v	1.60	1
适用	vi	1.60	1
头脑	n	1.60	1
研讨	v	1.60	1
享有	v	1.60	1
实质	n	1.60	1
名义	n	1.60	1
放松	v	1.60	1
修订	v	1.60	1
忘记	v	1.60	1
加剧	v	1.60	1
当事人	n	1.60	1
上学	vi	1.60	1
利息	n	1.60	1
吃饭	vi	1.60	1
审理	v	1.60	1
遵循	v	1.60	1
类型	n	1.60	1
赞成	v	1.60	1
向前	vi	1.60	1
态势	n	1.60	1
法官	n	1.60	1
注入	v	1.60	1
眼光	n	1.60	1
走访	v	1.60	1
赞扬	vn	1.60	1
带有	v	1.60	1
证据	n	1.60	1
老板	n	1.60	1
目光	n	1.60	2
人选	n	1.60	1
演讲	vi	1.60	1
讲述	v	1.60	1
光辉	n	1.60	1
学院	n	1.60	1
等待	v	1.60	1
亲属	n	1.60	1
利于	v	1.60	1
speaker	n	1.60	1
人力	n	1.60	1
判断	v	1.60	1
官方	n	1.60	1
干扰	vn	1.60	1
研究生	n	1.60	1
女性	n	1.60	1
出于	v	1.60	1
起步	vi	1.60	1
自愿	v	1.60	1
植物	n	1.60	2
武力	n	1.60	1
出国	vi	1.60	1
说是	v	1.60	1
激发	v	1.60	1
报名	vi	1.60	1
可见	v	1.60	1
懂得	v	1.60	1
视为	v	1.60	1
成人	n	1.60	1
取代	v	1.60	1
年级	n	1.60	1
企图	v	1.60	1
受伤	vi	1.60	1
志愿	vd	1.60	1
提问	v	1.60	1
源头	n	1.60	1
如同	v	1.60	1
准则	n	1.60	1
开会	vi	1.60	1
掀起	v	1.60	1
上去	vf	1.60	1
初中	n	1.60	1
集资	vi	1.60	1
立案	vi	1.60	1
振奋	v	1.60	1
表面	n	1.60	1
修养	n	1.60	1
造福	v	1.60	1
姐妹	n	1.60	1
留学	v	1.60	1
清除	v	1.60	1
消失	vi	1.60	1
职业道德	n	1.60	1
心态	n	1.60	1
请求	v	1.60	1
空白	n	1.60	1
挂钩	vi	1.60	1
游泳	vn	1.60	1
困扰	v	1.60	1
夺取	v	1.60	1
披露	v	1.60	1
学位	n	1.60	1
暴露	v	1.60	1
任职	v	1.60	1
有待	v	1.60	1
度过	v	1.60	1
队长	n	1.60	1
极端	n	1.60	1
退出	v	1.60	1
抗议	v	1.60	1
临床	v	1.60	1
谋求	v	1.60	1
批判	v	1.60	1
差别	n	1.60	1
加重	v	1.60	1
辐射	vn	1.60	1
起诉	v	1.60	1
认可	vi	1.60	1
天空	n	1.60	2
残疾	n	1.60	1
一如既往	vl	1.60	1
得出	v	1.60	1
夫妻	n	1.60	1
小事	n	1.60	1
发掘	v	1.60	1
水准	n	1.60	1
释放	v	1.60	2
启发	v	1.60	1
裁判	n	1.60	1
束缚	v	1.60	1
滞后	v	1.60	1
没收	v	1.60	1
后人	n	1.60	1
市场化	vn	1.60	1
当作	v	1.60	1
周期	n	1.60	1
增大	v	1.60	1
描述	v	1.60	1
饮食	n	1.60	1
发育	vn	1.60	1
测试	vn	1.60	1
预期	vn	1.60	1
治病	vi	1.60	1
癌症	n	1.60	1
弟弟	n	1.60	1
称之为	v	1.60	1
轰动	v	1.60	1
参考	v	1.60	1
为由	vi	1.60	1
出动	v	1.60	1
大道	n	1.60	1
祝福	v	1.60	1
查出	v	1.60	1
介入	v	1.60	1
主角	n	1.60	1
宇宙	n	1.60	1
回避	v	1.60	1
体力	n	1.60	1
填补	v	1.60	1
行政部门	n	1.60	1
多利	nz	1.60	1
出发点	n	1.60	1
上课	vi	1.60	1
飞跃	vn	1.60	1
姓名	n	1.60	1
赚钱	v	1.60	1
投机	vn	1.60	1
遭遇	n	1.60	1
惩治	v	1.60	1
脚踏实地	vl	1.60	1
物力	n	1.60	1
规章	n	1.60	1
帽子	n	1.60	1
目睹	v	1.60	1
素养	n	1.60	1
推翻	v	1.60	1
纳粹	n	1.60	1
宇航员	n	1.60	1
先锋	n	1.60	1
分化	vi	1.60	1
有望	v	1.60	1
入选	v	1.60	1
服用	v	1.60	1
商人	n	1.60	1
思索	v	1.60	1
毛病	n	1.60	1
大人	n	1.60	1
含有	v	1.60	1
责任人	n	1.60	1
危及	v	1.60	1
老虎	n	1.60	1
答复	vn	1.60	1
上交	v	1.60	1
常规	n	1.60	1
当成	v	1.60	1
脚步	n	1.60	1
学说	n	1.60	1
例子	n	1.60	1
真相	n	1.60	1
坚信	v	1.60	1
苦难	n	1.60	1
方方面面	n	1.60	1
神州	n	1.60	1
再生	vn	1.60	1
神话	n	1.60	1
变相	vi	1.60	1
家族	n	1.60	1
置身	v	1.60	1
不止	v	1.60	1
分成	vi	1.60	1
编剧	n	1.60	1
流传	v	1.60	1
boss	n	1.60	1
黑色	n	1.60	1
平台	n	1.60	1
解答	v	1.60	1
注视	vn	1.60	1
摇篮	n	1.60	1
流量	n	1.60	1
起飞	vi	1.60	1
何在	vi	1.60	1
爱人	n	1.60	1
闪烁	v	1.60	1
时空	n	1.60	1
严打	v	1.60	1
救人	vi	1.60	1
自筹	v	1.60	1
不可避免	vl	1.60	1
为重	vi	1.60	1
担忧	v	1.60	1
才华	n	1.60	1
自来水	n	1.60	1
告知	v	1.60	1
规矩	n	1.60	1
反击	v	1.60	1
多样性	n	1.60	1
国人	n	1.60	1
互联网	n	1.60	1
出境	vi	1.60	1
攻克	v	1.60	1
黑洞	n	1.60	1
征服	v	1.60	2
疑问	n	1.60	2
选用	v	1.60	1
讲课	vi	1.60	1
越过	v	1.60	1
急于	v	1.60	1
首创	vn	1.60	1
克制	v	1.60	1
防线	n	1.60	1
备战	vi	1.60	1
无意	v	1.60	1
举动	n	1.60	1
深思	vi	1.60	1
传奇	n	1.60	1
法学	n	1.60	1
不容	v	1.60	1
动机	n	1.60	1
自然科学	n	1.60	1
但愿	v	1.60	1
挣钱	vi	1.60	1
哥哥	n	1.60	1
蝴蝶	n	1.60	1
恪守	v	1.60	1
导师	n	1.60	1
众人	n	1.60	1
味道	n	1.60	1
追踪	vn	1.60	1
境地	n	1.60	1
意图	n	1.60	1
引用	v	1.60	1
合成	vn	1.60	1
辩证法	n	1.60	1
意向	n	1.60	1
聘用	v	1.60	1
澄清	vi	1.60	1
文盲	n	1.60	1
视线	n	1.60	1
现存	v	1.60	1
抵抗	vn	1.60	1
巨人	n	1.60	1
汉子	n	1.60	1
屠杀	vn	1.60	1
条文	n	1.60	1
预言	n	1.60	1
核电站	n	1.60	1
炒作	v	1.60	1
识别	vn	1.60	1
结局	n	1.60	1
死者	n	1.60	1
相处	vi	1.60	1
必需	vi	1.60	1
杀害	v	1.60	1
被告人	n	1.60	1
老鼠	n	1.60	1
穿越	v	1.60	1
动物园	n	1.60	1
舍得	v	1.60	1
招募	v	1.60	1
永久性	n	1.60	1
阻挡	v	1.60	1
牵线搭桥	vl	1.60	1
过关	vi	1.60	1
是的	vl	1.60	1
常人	n	1.60	1
称作	v	1.60	1
炸弹	n	1.60	1
良心	n	1.60	1
骗取	v	1.60	1
报复	v	1.60	1
大河	n	1.60	1
想不到	vl	1.60	1
跟不上	v	1.60	1
繁育	vn	1.60	1
时隔	v	1.60	1
制高点	n	1.60	1
香蕉	n	1.60	1
直播	vn	1.60	1
政治权利	nl	1.60	2
飞船	n	1.60	1
容忍	v	1.60	1
扭曲	vn	1.60	1
开启	v	1.60	1
局限性	n	1.60	1
掩盖	v	1.60	1
抨击	v	1.60	1
估量	v	1.60	1
废弃	v	1.60	1
交待	v	1.60	1
标签	n	1.60	1
带走	v	1.60	1
用来	v	1.60	1
尸体	n	1.60	1
架子	n	1.60	1
作文	n	1.60	1
犹太	nz	1.60	1
饥饿	n	1.60	1
好坏	n	1.60	1
偏差	n	1.60	1
人世	n	1.60	1
姐姐	n	1.60	1
股民	n	1.60	1
电灯	n	1.60	1
威力	n	1.60	1
照亮	v	1.60	1
实话	n	1.60	1
耗费	v	1.60	1
正道	n	1.60	1
世世代代	nl	1.60	1
山林	n	1.60	1
折磨	vn	1.60	1
骨折	vi	1.60	1
叮嘱	vn	1.60	1
为人	n	1.60	1
沸腾	vi	1.60	1
利害	n	1.60	1
收养	v	1.60	1
预警	vn	1.60	1
步子	n	1.60	1
追加	v	1.60	1
模仿	v	1.60	1
病症	n	1.60	1
翅膀	n	1.60	1
家境	n	1.60	1
做成	v	1.60	1
千秋	n	1.60	1
看中	v	1.60	1
不服	v	1.60	1
执照	n	1.60	1
召唤	v	1.60	1
附属	vn	1.60	1
抱负	n	1.60	1
空缺	vn	1.60	1
转播	vn	1.60	1
商业化	vn	1.60	1
医术	n	1.60	1
监禁	v	1.60	1
文本	n	1.60	1
指点	v	1.60	1
鼓吹	v	1.60	1
照料	v	1.60	1
蛋白	n	1.60	1
操纵	vn	1.60	1
传染病	n	1.60	1
出入境	n	1.60	1
转发	v	1.60	1
出厂	vn	1.60	1
关乎	v	1.60	1
出事	vi	1.60	1
严肃性	n	1.60	1
平息	vi	1.60	1
好友	n	1.60	1
追逐	v	1.60	1
长河	n	1.60	1
亮点	n	1.60	1
年限	n	1.60	1
编成	v	1.60	1
男性	n	1.60	1
失明	vi	1.60	1
反省	v	1.60	1
见证	v	1.60	1
说实话	vl	1.60	1
注射	v	1.60	1
喜剧	n	1.60	1
认知	vn	1.60	1
根治	v	1.60	1
胳膊	n	1.60	1
接种	v	1.60	1
极限	n	1.60	1
致命	vi	1.60	1
抗衡	vi	1.60	1
比喻	n	1.60	1
信息量	n	1.60	1
上边	n	1.60	1
猴子	n	1.60	1
奋起	vd	1.60	1
投稿	vn	1.60	1
说不清	vl	1.60	1
动画	n	1.60	1
孕妇	n	1.60	1
病痛	n	1.60	1
围城	n	1.60	1
种群	n	1.60	1
旁听	v	1.60	1
少不了	vl	1.60	1
优于	v	1.60	1
旗号	n	1.60	1
性别	n	1.60	1
女婴	n	1.60	1
定性	vi	1.60	1
泄露	v	1.60	1
残留	vn	1.60	1
感慨万千	vl	1.60	1
不可逆转	vl	1.60	1
放任	v	1.60	1
遗忘	v	1.60	1
明文规定	vl	1.60	1
元素	n	1.60	1
区段	n	1.60	1
本科生	n	1.60	1
经不起	v	1.60	1
老外	n	1.60	1
视力	n	1.60	1
初三	n	1.60	1
说说	v	1.60	1
阳性	n	1.60	1
改写	vn	1.60	1
领悟	vn	1.60	1
精英	n	1.60	1
退伍军人	n	1.60	1
接下来	vl	1.60	1
无所谓	vl	1.60	1
呐喊	vi	1.60	1
妄图	v	1.60	1
衰落	vi	1.60	1
着眼点	n	1.60	2
推崇	v	1.60	1
弱化	v	1.60	1
同龄人	n	1.60	1
行不通	vi	1.60	1
流程	n	1.60	1
地狱	n	1.60	1
头衔	n	1.60	1
天赋	n	1.60	1
畸形	n	1.60	1
死去	v	1.60	1
服刑	vi	1.60	1
危害性	n	1.60	1
坑害	v	1.60	1
凡事	n	1.60	1
排序	vn	1.60	1
外省	n	1.60	1
善后	n	1.60	1
深渊	n	1.60	1
牙齿	n	1.60	1
网页	n	1.60	1
不堪设想	vl	1.60	1
很难说	vl	1.60	1
雇佣	v	1.60	1
跃跃欲试	vl	1.60	1
阻拦	vn	1.60	1
益处	n	1.60	1
好心人	n	1.60	1
拘捕	v	1.60	1
回音	n	1.60	1
解读	v	1.60	1
传开	vi	1.60	1
先行者	n	1.60	1
负重	vi	1.60	1
毒害	v	1.60	1
问问	v	1.60	1
熊猫	nz	1.60	1
下水	vi	1.60	1
迟到	vi	1.60	1
缺席	vi	1.60	1
假设	v	1.60	1
挨打	vi	1.60	1
爱上	v	1.60	1
研究者	n	1.60	1
红岩	nz	1.60	1
统考	vn	1.60	1
炫耀	v	1.60	1
翻身	vi	1.60	1
约束力	n	1.60	1
演练	vn	1.60	1
发文	vi	1.60	1
纷争	n	1.60	1
事发	vi	1.60	1
机能	n	1.60	1
革命性	n	1.60	1
延缓	v	1.60	1
补救	vi	1.60	1
入狱	vi	1.60	1
比方	n	1.60	1
概论	n	1.60	1
复原	vi	1.60	1
操场	n	1.60	1
效仿	v	1.60	1
合法化	vi	1.60	1
出世	vi	1.60	1
举手	vn	1.60	1
被害人	n	1.60	1
苗头	n	1.60	1
生还	vi	1.60	1
潜伏	v	1.60	1
免遭	v	1.60	1
下落	n	1.60	1
圈子	n	1.60	1
外行	n	1.60	1
劫难	n	1.60	1
种族歧视	nl	1.60	1
先天	n	1.60	1
家伙	n	1.60	1
园丁	n	1.60	1
体细胞	n	1.60	1
断言	v	1.60	1
断绝	v	1.60	1
难事	n	1.60	1
坐等	v	1.60	1
外加	v	1.60	1
有所不为	vl	1.60	1
开刀	vi	1.60	1
密码	n	1.60	1
判决书	n	1.60	1
贫血	vi	1.60	1
分手	vi	1.60	1
试探	vn	1.60	1
嘴巴	n	1.60	1
苍蝇	n	1.60	1
听力	n	1.60	1
声名	n	1.60	1
捆绑	v	1.60	1
配对	vi	1.60	1
血汗钱	n	1.60	1
没用	vi	1.60	1
科学院	n	1.60	1
衣食	n	1.60	1
推移	vn	1.60	1
铤而走险	vl	1.60	2
患儿	n	1.60	1
打针	vi	1.60	1
私心	n	1.60	1
问号	n	1.60	1
传导	v	1.60	1
交错	vi	1.60	1
片段	n	1.60	1
成活	vi	1.60	1
不可估量	vl	1.60	1
视频	n	1.60	1
终极	n	1.60	1
主犯	n	1.60	1
话说	v	1.60	1
纵容	v	1.60	1
包庇	v	1.60	1
愈合	vi	1.60	1
未知数	n	1.60	1
有所为	vl	1.60	1
真假	n	1.60	1
争辩	v	1.60	1
讲明	v	1.60	1
枝干	n	1.60	1
福音	n	1.60	1
哥们儿	n	1.60	1
没关系	vl	1.60	1
保护伞	n	1.60	1
全貌	n	1.60	1
重金	n	1.60	1
神仙	n	1.60	1
落差	n	1.60	1
几何	n	1.60	1
准许	v	1.60	1
实例	n	1.60	1
白桦林	n	1.60	1
克隆羊	n	1.60	1
容许	v	1.60	1
身世	n	1.60	1
毁灭性	n	1.60	2
得不偿失	vl	1.60	1
出错	vi	1.60	1
感染者	n	1.60	1
长大成人	vl	1.60	1
速率	n	1.60	1
伪科学	n	1.60	1
预想	v	1.60	1
跨过	v	1.60	1
凡人	n	1.60	1
正比	n	1.60	1
替换	v	1.60	1
明目张胆	nl	1.60	1
补课	vi	1.60	1
持续性	n	1.60	1
资本家	n	1.60	1
可知	v	1.60	1
高材生	n	1.60	1
颠覆	v	1.60	1
功过	n	1.60	1
一边倒	vi	1.60	1
章节	n	1.60	1
失效	vi	1.60	1
试管	n	1.60	1
高中生	n	1.60	1
改判	v	1.60	1
漏掉	v	1.60	1
不顾一切	nl	1.60	1
肤色	n	1.60	1
同情心	n	1.60	1
催生	vi	1.60	1
代代相传	vl	1.60	1
哗众取宠	vl	1.60	1
得病	vi	1.60	1
用处	n	1.60	1
以身试法	vl	1.60	1
真人	n	1.60	1
下场	n	1.60	1
勾当	n	1.60	1
变样	vi	1.60	1
含金量	n	1.60	1
自圆其说	vl	1.60	1
禁忌	n	1.60	1
受害人	n	1.60	1
认罪	vi	1.60	1
抛开	v	1.60	1
个儿	n	1.60	1
纳闷	v	1.60	1
螃蟹	n	1.60	1
名下	n	1.60	1
至极	vi	1.60	1
惧怕	v	1.60	1
讲讲	v	1.60	1
毋庸置疑	vl	1.60	1
裹足不前	vl	1.60	1
认错	vi	1.60	1
保佑	v	1.60	1
不拘	v	1.60	1
转弯	vi	1.60	1
星际	n	1.60	1
过激	vi	1.60	1
去除	v	1.60	1
晓得	v	1.60	1
辱骂	v	1.60	1
安乐	nz	1.60	1
修饰	v	1.60	1
狂人	n	1.60	1
见仁见智	vl	1.60	1
滋事	vi	1.60	1
覆灭	vi	1.60	1
发音	n	1.60	1
棋子	n	1.60	1
专业课	n	1.60	1
种猪	n	1.60	1
可否	v	1.60	1
背负	v	1.60	1
胆大妄为	vl	1.60	1
性状	n	1.60	1
下人	n	1.60	1
嚷嚷	v	1.60	1
乾坤	n	1.60	1
维权	n	1.60	1
看热闹	vi	1.60	1
始作俑者	n	1.60	1
大写	n	1.60	1
烂摊子	n	1.60	1
新法	n	1.60	1
没事	vi	1.60	2
自以为是	vl	1.60	1
悄无声息	vl	1.60	1
贝尔	nz	1.60	1
看起来	v	1.60	1
玩弄	v	1.60	1
定制	vn	1.60	1
基因组	n	1.60	1
