Word	Part-Of-Speech	Weight	Frequency
声誉	n	1.60	1
声称	v	1.60	1
独立自主	vl	1.60	1
心脏	n	1.60	1
宇宙	n	1.60	1
谅解	vn	1.60	1
血液	n	1.60	1
钥匙	n	1.60	1
攻击	v	1.60	1
指控	v	1.60	1
打入	v	1.60	1
职称	n	1.60	1
认同	v	1.60	1
多利	nz	1.60	1
辩证	vn	1.60	1
惩处	vn	1.60	1
品德	n	1.60	1
各行各业	nl	1.60	1
赚钱	v	1.60	1
投机	vn	1.60	2
界限	n	1.60	1
孤立	v	1.60	1
支配	v	1.60	1
趋向	n	1.60	1
盼望	v	1.60	1
入学	vi	1.60	1
进来	vf	1.60	1
禁区	n	1.60	1
并存	vi	1.60	1
中毒	vi	1.60	1
商人	n	1.60	1
危及	v	1.60	1
村子	n	1.60	1
疗法	n	1.60	1
场合	n	1.60	1
正值	v	1.60	1
常规	n	1.60	1
养成	v	1.60	1
厕所	n	1.60	1
苦难	n	1.60	1
发给	v	1.60	1
器械	n	1.60	1
家族	n	1.60	1
繁殖	vn	1.60	1
分割	v	1.60	1
分成	vi	1.60	1
表态	vn	1.60	1
辅助	vn	1.60	1
侵害	v	1.60	1
boss	n	1.60	1
黑色	n	1.60	1
惩罚	vn	1.60	1
何在	vi	1.60	1
救人	vi	1.60	1
出门	vi	1.60	1
冲破	v	1.60	1
我家	n	1.60	1
帮忙	vi	1.60	1
逻辑	n	1.60	1
案例	n	1.60	1
诚意	n	1.60	1
约定	v	1.60	1
就任	v	1.60	1
谈论	v	1.60	1
外界	n	1.60	1
滋味	n	1.60	1
年纪	n	1.60	1
拘留	v	1.60	1
尊敬	v	1.60	1
干活	vi	1.60	1
黑洞	n	1.60	1
严惩	v	1.60	1
死刑	n	1.60	1
攻克	v	1.60	1
讽刺	v	1.60	1
罪行	n	1.60	1
谢谢	v	1.60	1
不堪	v	1.60	1
出面	vi	1.60	1
分享	v	1.60	1
扫黄	vi	1.60	1
兑现	v	1.60	1
拯救	v	1.60	1
逃避	v	1.60	1
靠近	v	1.60	1
免职	vi	1.60	1
但愿	v	1.60	1
回应	v	1.60	1
出手	vi	1.60	1
面孔	n	1.60	1
瘫痪	vi	1.60	1
初衷	n	1.60	1
宣称	v	1.60	1
教科书	n	1.60	1
联名	vd	1.60	1
心脏病	n	1.60	1
激起	v	1.60	1
团队	n	1.60	1
协议书	n	1.60	1
保密	vn	1.60	1
席卷	v	1.60	1
上街	vi	1.60	1
巨人	n	1.60	1
大片	n	1.60	1
核电站	n	1.60	1
全程	n	1.60	1
副教授	n	1.60	1
自然界	n	1.60	1
惊叹	v	1.60	1
相差	v	1.60	1
国际法	n	1.60	1
老鼠	n	1.60	1
安慰	v	1.60	1
头发	n	1.60	1
脑袋	n	1.60	1
空话	n	1.60	1
自杀	vi	1.60	1
阻挡	v	1.60	1
差错	n	1.60	1
宽容	v	1.60	1
常人	n	1.60	1
终点	n	1.60	1
是的	vl	1.60	1
大脑	n	1.60	1
涉足	v	1.60	1
繁育	v	1.60	1
注意力	n	1.60	1
扰乱	v	1.60	1
扫描	v	1.60	1
开心	v	1.60	1
曙光	n	1.60	1
春雨	n	1.60	1
开头	n	1.60	1
估量	v	1.60	1
开启	vn	1.60	1
局限性	n	1.60	1
重担	n	1.60	1
结晶	n	1.60	1
复制	v	1.60	1
人世	n	1.60	1
清洗	vn	1.60	1
做梦	vi	1.60	1
世世代代	nl	1.60	1
患病	vi	1.60	1
宣扬	v	1.60	1
实话	n	1.60	1
摘掉	v	1.60	1
打交道	vi	1.60	1
判刑	vi	1.60	1
预见	v	1.60	1
步子	n	1.60	1
触犯	v	1.60	1
功课	n	1.60	1
病症	n	1.60	1
生病	vi	1.60	1
不可磨灭	vl	1.60	1
怀孕	vi	1.60	1
样品	n	1.60	1
进步奖	n	1.60	1
千秋	n	1.60	1
穷人	n	1.60	1
包容	v	1.60	1
先例	n	1.60	1
鼓吹	v	1.60	1
解剖	vn	1.60	1
剧情	n	1.60	1
君子	n	1.60	1
不解	v	1.60	1
器官	n	1.60	1
严重性	n	1.60	1
治愈	v	1.60	1
誓言	n	1.60	1
更改	v	1.60	1
好比	v	1.60	1
传送	v	1.60	1
女孩子	n	1.60	1
来回	vi	1.60	1
优劣	n	1.60	1
不好意思	vl	1.60	1
试想	v	1.60	1
认知	vn	1.60	1
想象力	n	1.60	1
触及	v	1.60	1
防护	vn	1.60	1
关爱	v	1.60	1
化验	v	1.60	1
沦为	v	1.60	1
经得起	v	1.60	1
养活	v	1.60	1
擅长	v	1.60	1
猴子	n	1.60	1
链条	n	1.60	1
流感	n	1.60	1
阵痛	vn	1.60	1
衣食住行	nl	1.60	1
放任	v	1.60	1
物化	vi	1.60	1
定性	vn	1.60	1
庆幸	v	1.60	1
不可逆转	vl	1.60	1
心理学	n	1.60	1
高位	n	1.60	1
改写	v	1.60	1
觉醒	vi	1.60	1
遗忘	v	1.60	1
心疼	v	1.60	1
编码	vn	1.60	1
阳性	n	1.60	1
国度	n	1.60	1
遗嘱	n	1.60	1
洪流	n	1.60	1
天才	nr2	1.60	1
序列	n	1.60	1
接下来	vl	1.60	1
侵袭	vn	1.60	1
同龄人	n	1.60	1
生殖	vn	1.60	1
家畜	n	1.60	1
镰刀	n	1.60	1
天赋	n	1.60	1
怀有	v	1.60	1
流程	n	1.60	1
没法	v	1.60	1
年华	n	1.60	1
合伙人	n	1.60	1
不堪设想	vl	1.60	1
排序	vn	1.60	1
贬低	v	1.60	1
病变	vn	1.60	1
凡事	n	1.60	1
殆尽	vi	1.60	1
老头	n	1.60	1
传承	vi	1.60	1
复活	vi	1.60	1
解读	v	1.60	1
过错	n	1.60	1
除去	v	1.60	1
原地	n	1.60	1
小孩子	n	1.60	1
小伙	n	1.60	1
称谓	n	1.60	1
突变	vn	1.60	1
迟到	vi	1.60	1
缺席	vi	1.60	1
空谈	v	1.60	1
研究者	n	1.60	1
掠夺	v	1.60	1
再见	vi	1.60	1
夭折	vi	1.60	1
问问	v	1.60	1
熊猫	nz	1.60	1
侮辱	v	1.60	1
出世	vi	1.60	1
过不去	vi	1.60	1
后台	n	1.60	1
社交	n	1.60	1
指使	v	1.60	1
外行	n	1.60	1
圈子	n	1.60	1
犯法	vi	1.60	1
齿轮	n	1.60	1
性命	n	1.60	1
裤子	n	1.60	1
光环	n	1.60	1
并发症	n	1.60	1
限量	n	1.60	1
贫血	vn	1.60	1
大象	n	1.60	1
领头羊	nl	1.60	1
医学界	n	1.60	1
墨守成规	vl	1.60	1
疏忽	vn	1.60	1
键盘	n	1.60	1
去掉	v	1.60	1
有心人	n	1.60	1
片段	n	1.60	1
问号	n	1.60	1
扼杀	v	1.60	1
感性	n	1.60	1
沙丘	n	1.60	1
灭亡	vi	1.60	1
别有用心	vl	1.60	1
忏悔	v	1.60	1
相待	v	1.60	1
月薪	n	1.60	1
敬畏	vn	1.60	1
家常便饭	nl	1.60	1
虫害	n	1.60	1
后遗症	n	1.60	1
没关系	vl	1.60	1
预感	n	1.60	1
征兆	n	1.60	1
呕吐	vi	1.60	1
来龙去脉	nl	1.60	1
后世	n	1.60	1
微不足道	vl	1.60	1
还原	vi	1.60	1
说三道四	vl	1.60	1
凶手	n	1.60	1
几何	n	1.60	1
实例	n	1.60	1
不计其数	vl	1.60	1
克隆羊	n	1.60	1
奈何	v	1.60	1
打乱	v	1.60	1
鲸鱼	n	1.60	1
脊髓	n	1.60	1
娱乐性	n	1.60	1
概率	n	1.60	1
牵扯	v	1.60	1
脱落	v	1.60	1
长大成人	vl	1.60	1
强盗	n	1.60	1
封顶	vn	1.60	1
定论	n	1.60	1
毁灭性	n	1.60	1
话别	vi	1.60	1
可比	v	1.60	1
核爆	n	1.60	1
死活	n	1.60	1
佣金	n	1.60	1
完结	v	1.60	1
能耐	n	1.60	1
哗众取宠	vl	1.60	1
天亮	vi	1.60	1
一边倒	vi	1.60	1
蚕食	v	1.60	1
人命	n	1.60	1
弟兄	n	1.60	1
稀罕	v	1.60	1
儿戏	n	1.60	1
不忍	v	1.60	1
抽取	v	1.60	1
逍遥法外	vl	1.60	1
胆量	n	1.60	1
本体	n	1.60	1
抗体	n	1.60	1
螃蟹	n	1.60	1
超人	n	1.60	1
现款	n	1.60	1
保佑	v	1.60	1
赐予	vn	1.60	1
质问	v	1.60	1
顶端	n	1.60	1
口吻	n	1.60	1
说到做到	vl	1.60	1
揣摩	v	1.60	1
外衣	n	1.60	1
背负	v	1.60	1
抹黑	vi	1.60	1
经济体	n	1.60	1
海豹	n	1.60	1
功德无量	vl	1.60	1
富豪	n	1.60	1
成家	vi	1.60	1
陌生人	n	1.60	1
单子	n	1.60	1
性状	n	1.60	1
提心吊胆	vl	1.60	1
看热闹	vi	1.60	1
热度	n	1.60	1
正义感	n	1.60	1
基因组	n	1.60	1
试验室	n	1.60	1
人伦	n	1.60	1
锤子	n	1.60	1
说大话	vl	1.60	1
换人	vi	1.60	1
近亲	n	1.60	1
受苦	vi	1.60	1
光景	n	1.60	1
大人物	n	1.60	1
无异于	v	1.60	1
不了了之	vl	1.60	1
活蹦乱跳	vl	1.60	1
实为	v	1.60	1
大戏	n	1.60	1
为时过早	vl	1.60	1
恶人	n	1.60	1
胜利者	n	1.60	1
异样	n	1.60	1
拜托	v	1.60	1
沽名钓誉	vl	1.60	1
华而不实	vl	1.60	1
受精卵	n	1.60	1
感官	n	1.60	1
只怕	v	1.60	1
倍受	v	1.60	1
魔鬼	n	1.60	1
职高	n	1.60	1
生老病死	nl	1.60	1
祸根	n	1.60	1
末日	n	1.60	1
杞人忧天	vl	1.60	1
嫌弃	v	1.60	1
岁数	n	1.60	1
汗颜	n	1.60	1
信誓旦旦	vl	1.60	1
毛发	n	1.60	1
八国联军	n	1.60	1
后辈	n	1.60	1
定时炸弹	nl	1.60	1
奔袭	v	1.60	1
杀人犯	n	1.60	1
开创者	n	1.60	1
谩骂	v	1.60	1
避重就轻	vl	1.60	1
染上	v	1.60	1
晚点	vi	1.60	1
蒙骗	v	1.60	1
臭味	n	1.60	1
副本	n	1.60	1
循规蹈矩	nl	1.60	1
因噎废食	vl	1.60	1
无话可说	vl	1.60	1
棺材	n	1.60	1
贪欲	n	1.60	1
极点	n	1.60	1
节操	n	1.60	1
鞭子	n	1.60	1
通篇	n	1.60	1
明眼人	n	1.60	1
吭声	vi	1.60	1
情侣	n	1.60	1
阴性	n	1.60	1
受精	vi	1.60	1
地痞	n	1.60	1
蒸汽机	n	1.60	1
该死	vi	1.60	1
有救	vi	1.60	1
天花	n	1.60	1
打扰	v	1.60	1
顺道	vi	1.60	1
麻痹大意	vl	1.60	1
事在人为	vl	1.60	1
不值一提	vl	1.60	1
柠檬	n	1.60	1
水缸	n	1.60	1
节点	n	1.60	1
恶魔	n	1.60	1
傻子	n	1.60	1
致病	vi	1.60	1
对撞机	n	1.60	1
特异功能	n	1.60	1
甜言蜜语	nl	1.60	1
子子孙孙	n	1.60	1
自作聪明	vl	1.60	1
罪人	n	1.60	1
选项	n	1.60	1
非亲非故	vl	1.60	1
是不是	v	1.60	1
不寒而栗	vl	1.60	1
定律	n	1.60	1
决堤	vi	1.60	1
人命关天	vl	1.60	1
破坏力	n	1.60	1
打翻	v	1.60	1
牢狱	n	1.60	1
猿人	n	1.60	1
嗅觉	n	1.60	1
闻到	v	1.60	1
族群	n	1.60	1
坏蛋	n	1.60	1
公之于世	vl	1.60	1
洪水猛兽	nl	1.60	1
微粒	n	1.60	1
义愤填膺	vl	1.60	1
毒液	n	1.60	1
摆摆	v	1.60	1
打打	v	1.60	1
话柄	n	1.60	1
亲娘	n	1.60	1
等价	n	1.60	1
拜拜	v	1.60	1
主见	n	1.60	1
崇拜者	n	1.60	1
嘴皮	n	1.60	1
实验田	n	1.60	1
网吧	n	1.60	1
发情	vn	1.60	1
一生一世	nl	1.60	1
廉耻	n	1.60	1
利己主义	n	1.60	1
嘴脸	n	1.60	1
恶行	n	1.60	1
花好月圆	vl	1.60	1
感恩戴德	vl	1.60	1
走捷径	vl	1.60	1
高高挂起	vl	1.60	1
马后炮	vl	1.60	1
诅咒	v	1.60	1
天理	n	1.60	1
孩儿	n	1.60	1
先斩后奏	vl	1.60	1
败类	n	1.60	1
法盲	n	1.60	1
乱套	vi	1.60	1
饶恕	v	1.60	1
白话	n	1.60	1
发疯	vi	1.60	1
功利主义	nl	1.60	1
归西	v	1.60	1
洋洋得意	vl	1.60	1
滚蛋	vi	1.60	1
干瞪眼	vi	1.60	1
灭种	vi	1.60	1
逞能	vi	1.60	1
花花肠子	nl	1.60	1
甩手掌柜	n	1.60	1
羔子	n	1.60	1
浆糊	n	1.60	1
警戒线	n	1.60	1
不为人知	vl	1.60	1
老实巴交	vl	1.60	1
皱眉	vi	1.60	1
杀一儆百	vl	1.60	1
装傻	vi	1.60	1
流芳百世	vl	1.60	1
混进	v	1.60	1
长生不老	vl	1.60	1
大厦将倾	vl	1.60	1
事不关己	vl	1.60	1
含糊其辞	vl	1.60	1
谢罪	vi	1.60	1
厌世	vi	1.60	1
神经错乱	vl	1.60	1
人定胜天	vl	1.60	1
洋洋自得	vl	1.60	1
早衰	vi	1.60	1
大放厥词	vl	1.60	1
拖把	n	1.60	1
名垂千古	vl	1.60	1
白纸黑字	nl	1.60	1
造孽	vi	1.60	1
伪君子	n	1.60	1
嫩草	n	1.60	1
病原体	n	1.60	1
瞎话	n	1.60	1
僵尸	n	1.60	1
老哥	n	1.60	1
报应	n	1.60	1
强奸犯	n	1.60	1
窜改	v	1.60	1
王八	n	1.60	1
草芥	n	1.60	1
神经病	n	1.60	1
溃败	v	1.60	1
信佛	v	1.60	1
去病	v	1.60	1
呆子	n	1.60	1
好气	n	1.60	1
小老婆	n	1.60	1
无耻之徒	n	1.60	1
扯淡	v	1.60	1
幽禁	v	1.60	1
晃悠	v	1.60	1
毕竟	d	1.58	4
人造	b	1.57	5
撞	v	1.57	5
hiv	x	1.52	6
第二	m	1.49	3
原来	b	1.49	3
心里	s	1.49	3
身边	s	1.49	3
潜在	b	1.49	3
麼	n	1.48	5
屁	n	1.47	13
负面	b	1.44	5
依法	d	1.40	2
长期	d	1.40	2
甚至	d	1.40	2
越来越	d	1.40	2
往往	d	1.40	2
定期	d	1.40	2
绝对	d	1.40	2
到处	d	1.40	2
人工	d	1.40	2
以此	d	1.40	2
擅自	d	1.40	2
分明	d	1.40	2
最好	d	1.40	2
赶紧	d	1.40	2
迟早	d	1.40	2
偷偷	d	1.40	2
為	n	1.40	2
￣	n	1.40	2
沒	n	1.40	2
字	n	1.36	5
换	v	1.36	3
谈露露	nr	1.27	5
几	m	1.27	24
跑	v	1.26	3
求	v	1.26	3
留	v	1.26	3
权	n	1.26	3
脚	n	1.26	3
害	v	1.26	3
埋	v	1.26	3
脑	n	1.26	3
敢	dg	1.26	10
无数	m	1.22	4
坏	a	1.22	6
模糊	a	1.22	2
门	n	1.21	5
好莱坞	nsf	1.21	2
下辈子	t	1.18	16
读	v	1.17	2
球	n	1.17	2
加	v	1.17	2
信	n	1.17	2
治	v	1.17	2
身	ng	1.17	2
帮	v	1.17	2
光	n	1.17	2
飞	vi	1.17	2
系	v	1.17	2
院	n	1.17	2
动	v	1.17	2
火	n	1.17	2
版	n	1.17	2
患	v	1.17	2
取	v	1.17	2
拍	v	1.17	2
冒	v	1.17	2
毁	v	1.17	2
抗	v	1.17	2
烧	vi	1.17	2
罪	n	1.17	2
值	n	1.17	2
砍	v	1.17	2
形	ng	1.17	2
判	v	1.17	2
嘴	n	1.17	2
锅	n	1.17	2
觉	v	1.17	2
蹲	v	1.17	2
狗	n	1.17	2
赞	vg	1.17	2
格	n	1.17	2
哥	n	1.17	2
溜	v	1.17	2
违	vg	1.17	2
整	v	1.14	3
科普	b	1.14	3
責	n	1.08	4
合理	a	1.08	2
坚决	ad	1.08	2
容易	a	1.08	2
类似	a	1.08	2
有害	a	1.08	2
完美	a	1.08	2
不人道	a	1.08	2
样	ng	1.07	7
两	m	1.06	150
久	a	1.06	5
一些	mq	1.05	2
国外	s	1.05	2
大多数	m	1.05	2
好多	m	1.05	2
千千万万	m	1.05	2
眼中	s	1.05	2
世上	s	1.05	2
科幻	b	1.05	2
