Word	Part-Of-Speech	Weight	Frequency
避重就轻	vl	2.15	2
次品	n	2.15	2
两面性	n	2.15	2
强词夺理	vl	2.15	2
静观	v	2.15	2
胡扯	vi	2.15	2
伪君子	n	2.15	2
王八	n	2.15	2
神经病	n	2.15	2
谱系	n	2.15	2
洗	v	2.14	6
妈	n	2.13	11
拉	v	2.12	5
害	v	2.12	5
鬼	n	2.12	5
联合	vn	2.11	3
较量	vn	2.11	3
事儿	n	2.11	3
论	v	2.10	6
逼	v	2.10	6
好好	d	2.10	5
治	v	2.07	4
知	v	2.07	4
动	v	2.07	4
脚	n	2.07	4
欠	v	2.07	4
犯	v	2.07	4
理	n	2.07	4
医	ng	2.07	4
钙	n	2.07	4
总是	d	2.06	4
是的	vl	2.05	4
抗	v	2.04	5
整	v	2.04	5
龙	n	2.04	5
扯	v	2.02	6
神	n	2.00	7
帅	ng	2.00	6
高度	d	1.98	3
终于	d	1.98	3
的确	d	1.98	3
真是	d	1.98	3
从来	d	1.98	3
自行	d	1.98	3
默默	d	1.98	3
强行	d	1.98	3
终究	d	1.98	3
诞	n	1.98	3
好听	a	1.98	4
赞	vg	1.96	11
超级	b	1.95	6
药	n	1.95	7
牡	n	1.95	4
蹩脚	a	1.93	5
whatthefuck	n	1.92	1
fuckoutofshenzhen.shameonyou	n	1.92	1
hetrytodotherightthing.butinthewrongway	n	1.92	1
whataboutthetwokids	n	1.92	1
andwhatiftheeditingfails	n	1.92	1
基因治愈	n_new	1.92	1
民营公司	n_new	1.92	1
图片评论	n_new	1.92	1
预知	n_new	1.92	1
博眼球	n_new	1.92	1
脑补	n_new	1.92	1
                	n	1.92	1
科研工作者	n_new	1.92	1
帮忙解释	n_new	1.92	1
追逐名利	n_new	1.92	1
科学家联名	n_new	1.92	1
三观	n_new	1.92	1
么不说	n_new	1.92	1
实验材料	n_new	1.92	1
钧豪	nr2	1.92	2
清灵	nr2	1.92	2
真聪	nr2	1.92	1
庚赫	nr2	1.92	1
研禄	nr2	1.92	1
成传	nr2	1.92	1
泉若	nr2	1.92	1
美其	nr2	1.92	2
承培	nr2	1.92	1
枉顾	n_new	1.92	1
盛仲	nr2	1.92	1
志梦	nr2	1.92	1
蓓格	nr2	1.92	1
群亭	nr2	1.92	1
炳瑞	nr2	1.92	1
佛愈	nr2	1.92	1
豪亮	nr2	1.92	1
曙隐	nr2	1.92	1
怡棉	nr2	1.92	1
方曦	nr2	1.92	1
三娅	nr2	1.92	1
壁本	nr2	1.92	1
锐财	nr2	1.92	1
景涣	nr2	1.92	1
恋爱结婚	n_new	1.92	1
生子	nr2	1.92	1
科学研究者	n_new	1.92	1
生下来	n_new	1.92	1
法律法规	n_new	1.92	1
转发微博	n_new	1.92	1
思勤	nr2	1.92	1
链接	n_new	1.92	1
琳腾	nr2	1.92	1
投入使用	n_new	1.92	1
筛查	n_new	1.92	1
生物学界	n_new	1.92	2
爸妈	n_new	1.92	1
跪求	n_new	1.92	1
转移大众	n_new	1.92	1
何其无辜	n_new	1.92	1
未来简史	n_new	1.92	1
独台	nr2	1.92	1
道德沦丧	n_new	1.92	1
发挥作用	n_new	1.92	1
篡改基因	n_new	1.92	1
一拼	n_new	1.92	1
高中生物课	n_new	1.92	1
什么来	n_new	1.92	1
擅自篡改	n_new	1.92	1
添俭	nr2	1.92	1
爱滋	nr2	1.92	1
靖榕	nr2	1.92	1
昭莉	nr2	1.92	1
业务领域	n_new	1.92	1
               	n	1.92	1
淑男	nr2	1.92	1
人类带来	n_new	1.92	1
物竞天择适者生存	n_new	1.92	1
讲解一下	n_new	1.92	1
艺伟	nr2	1.92	1
伯革	nr2	1.92	1
              	n	1.92	1
无法预估	n_new	1.92	1
父母双方	n_new	1.92	1
汝宇	nr2	1.92	1
永凝	nr2	1.92	1
心素	nr2	1.92	1
黑镜	n_new	1.92	1
涵槐	nr2	1.92	1
启仓	nr2	1.92	1
彻查	n_new	1.92	1
心生	nr2	1.92	1
传播途径	n_new	1.92	1
技术早已	n_new	1.92	1
作秀	nr2	1.92	1
遗传性疾病	n_new	1.92	1
可以避免	n_new	1.92	1
昌立	nr2	1.92	1
健萱	nr2	1.92	1
疾病折磨	n_new	1.92	1
观察记录	n_new	1.92	1
加评论	n_new	1.92	1
东枝	nr2	1.92	1
瑛琳	nr2	1.92	1
上市公司	n_new	1.92	1
蔓楠	nr2	1.92	1
重大	a	1.90	3
特殊	a	1.89	3
复杂	a	1.89	3
有利	a	1.89	3
有益	a	1.89	3
美丽	a	1.89	3
随意	ad	1.89	3
贪婪	a	1.89	3
冠冕堂皇	al	1.89	3
不要脸	a	1.89	3
沉默	a	1.87	7
一辈子	mq	1.87	4
平衡	a	1.86	6
脑	n	1.85	7
千万	m	1.85	4
重要	a	1.84	4
新世界	nt	1.80	2
正确	a	1.78	5
tM	n	1.78	5
鸟	n	1.78	6
充分	ad	1.76	2
有效	a	1.76	2
客观	a	1.75	2
自觉	ad	1.75	2
自由	ad	1.75	2
合法	a	1.75	2
紧急	ad	1.75	2
盲目	ad	1.75	2
混乱	a	1.75	2
意外	a	1.75	2
不幸	a	1.75	2
单纯	ad	1.75	2
秘密	ad	1.75	2
严谨	a	1.75	2
遥远	a	1.75	2
聪明	a	1.75	2
随便	ad	1.75	2
残酷	a	1.75	2
不对	a	1.75	2
慈善	a	1.75	2
愚昧	a	1.75	2
无知	an	1.75	2
出名	a	1.75	2
悲惨	a	1.75	2
强壮	a	1.75	2
丢人	a	1.75	2
可悲	a	1.75	2
难听	a	1.75	2
吓人	a	1.75	2
胆小	a	1.75	2
仁慈	a	1.75	2
有种	a	1.75	2
DNA	n	1.75	2
完	vi	1.75	5
顶	v	1.75	5
警	ng	1.75	5
狗	n	1.75	5
醉	v	1.75	5
派	nms	1.71	4
身	ng	1.71	4
视	vg	1.71	4
烦	v	1.71	4
艾	nr1	1.71	4
大胆	a	1.71	3
恶劣	a	1.71	3
读	v	1.65	3
跑	v	1.65	3
线	n	1.65	3
留	v	1.65	3
提	v	1.65	3
封	v	1.65	3
民	ng	1.65	3
飞	vi	1.65	3
权	n	1.65	3
够	v	1.65	3
文	ng	1.65	3
赶	v	1.65	3
敲	v	1.65	3
石	n	1.65	3
征	v	1.65	3
剧	n	1.65	3
灭	v	1.65	3
性	ng	1.65	3
卫	v	1.65	3
镁	n	1.65	3
丫	n	1.65	3
屁	n	1.65	3
得意	a	1.65	4
负	v	1.63	8
康	nr1	1.62	4
疯	vi	1.61	13
活动	vn	1.60	1
地区	n	1.60	1
生产	v	1.60	1
社会主义	n	1.60	1
基础	n	1.60	1
图片	n	1.60	1
提供	v	1.60	1
坚持	v	1.60	1
事业	n	1.60	1
开展	v	1.60	1
重点	d	1.60	5
促进	v	1.60	1
条件	n	1.60	1
地方	n	1.60	1
实行	v	1.60	1
开放	vn	1.60	1
结构	n	1.60	1
实际	n	1.60	1
目标	n	1.60	1
监督	vn	1.60	1
体制	n	1.60	1
双方	n	1.60	1
作出	v	1.60	1
人才	n	1.60	1
素质	n	1.60	1
包括	v	1.60	1
经验	n	1.60	1
推动	v	1.60	1
竞争	v	1.60	1
投入	vn	1.60	1
意见	n	1.60	1
认识	v	1.60	2
过去	vf	1.60	1
年代	n	1.60	1
时期	n	1.60	1
原则	n	1.60	1
祖国	n	1.60	1
贡献	n	1.60	1
阶段	n	1.60	1
宣传	vn	1.60	1
力量	n	1.60	1
出口	vn	1.60	1
增强	v	1.60	1
结束	v	1.60	1
土地	n	1.60	1
现象	n	1.60	1
先生	n	1.60	1
point	n	1.60	1
地位	n	1.60	1
观念	n	1.60	1
培养	v	1.60	1
委员会	n	1.60	1
讨论	v	1.60	1
应当	v	1.60	1
统计	v	1.60	1
汽车	n	1.60	1
来到	v	1.60	1
人士	n	1.60	1
给予	vx	1.60	1
执法	vn	1.60	1
体育	n	1.60	2
集团	n	1.60	1
体现	v	1.60	1
程度	n	1.60	1
人民日报	ntqg	1.60	1
鼓励	v	1.60	1
斗争	vn	1.60	1
采访	vn	1.60	1
外交	n	1.60	1
武器	n	1.60	1
态度	n	1.60	2
正是	v	1.60	1
军队	n	1.60	1
核心	n	1.60	1
设立	v	1.60	1
做到	v	1.60	1
打击	v	1.60	2
信心	n	1.60	1
整体	n	1.60	1
安置	v	1.60	1
总结	v	1.60	1
引导	v	1.60	1
交易	n	1.60	1
职业	n	1.60	1
文章	n	1.60	1
运行	vi	1.60	1
法规	n	1.60	1
作者	n	1.60	1
有着	v	1.60	1
状态	n	1.60	1
达成	v	1.60	1
参观	v	1.60	1
压力	n	1.60	1
经历	v	1.60	1
负担	n	1.60	1
资料	n	1.60	1
加入	v	1.60	1
购买	v	1.60	1
处于	v	1.60	1
评价	v	1.60	1
充满	v	1.60	1
上升	vi	1.60	1
冠军	n	1.60	1
防止	v	1.60	1
秩序	n	1.60	1
发出	v	1.60	1
主张	v	1.60	1
回答	vn	1.60	1
涉及	v	1.60	1
研制	v	1.60	1
前进	vi	1.60	1
计算机	n	1.60	1
高新技术	n	1.60	1
费用	n	1.60	1
品种	n	1.60	1
主题	n	1.60	1
批评	v	1.60	1
做好	v	1.60	1
调控	vn	1.60	1
权益	n	1.60	1
法院	n	1.60	1
人数	n	1.60	1
健全	v	1.60	1
感谢	v	1.60	1
途径	n	1.60	1
研讨会	n	1.60	1
权力	n	1.60	2
工资	n	1.60	1
议会	n	1.60	1
伙伴	n	1.60	1
经费	n	1.60	1
局势	n	1.60	1
同胞	n	1.60	1
物质	n	1.60	1
父亲	n	1.60	1
理想	n	1.60	1
属于	v	1.60	1
语言	n	1.60	1
援助	vn	1.60	1
差距	n	1.60	1
威胁	v	1.60	1
院长	n	1.60	1
构成	v	1.60	1
工作者	n	1.60	1
收到	v	1.60	1
停止	v	1.60	1
女儿	n	1.60	1
发达国家	nl	1.60	1
程序	n	1.60	1
推向	v	1.60	1
绿色	n	1.60	1
位于	v	1.60	2
潜力	n	1.60	1
寻找	v	1.60	1
享受	v	1.60	1
转移	v	1.60	1
空间	n	1.60	1
吸收	v	1.60	2
大国	n	1.60	1
大事	n	1.60	1
design	n	1.60	1
调动	v	1.60	1
课题	n	1.60	1
热点	n	1.60	1
垃圾	n	1.60	1
发布	v	1.60	1
冲击	vn	1.60	1
知识分子	n	1.60	1
共识	n	1.60	1
大陆	n	1.60	1
提前	vd	1.60	1
优先	vd	1.60	1
接触	v	1.60	1
运作	vi	1.60	1
读书	vi	1.60	1
模范	n	1.60	1
荣誉	n	1.60	1
司机	n	1.60	1
背景	n	1.60	1
软件	n	1.60	1
金额	n	1.60	1
数据	n	1.60	1
印象	n	1.60	1
style	n	1.60	1
技能	n	1.60	1
哲学	n	1.60	1
病人	n	1.60	1
支付	v	1.60	1
得以	v	1.60	1
不知	v	1.60	1
免费	vd	1.60	1
战斗	vi	1.60	1
捐款	vi	1.60	1
文字	n	1.60	1
直到	v	1.60	1
到位	vi	1.60	1
意味着	v	1.60	1
现状	n	1.60	1
飞行	vn	1.60	1
药品	n	1.60	1
律师	n	1.60	1
听到	v	1.60	3
更新	v	1.60	1
审查	vn	1.60	1
建国	vi	1.60	1
航空	n	1.60	1
使命	n	1.60	1
核武器	n	1.60	1
审批	v	1.60	1
顾客	n	1.60	1
子女	n	1.60	1
机械	n	1.60	1
遭到	v	1.60	1
探讨	v	1.60	1
财富	n	1.60	1
推荐	v	1.60	1
发动	v	1.60	1
公园	n	1.60	1
夫妇	n	1.60	1
出去	vf	1.60	1
陷入	v	1.60	1
学员	n	1.60	1
话题	n	1.60	1
导向	n	1.60	1
电视剧	n	1.60	1
赔偿	v	1.60	1
中学	n	1.60	1
接近	v	1.60	1
论述	v	1.60	1
装备	n	1.60	1
阳光	n	1.60	1
拉开	v	1.60	1
自主	vi	1.60	1
人人	n	1.60	1
原有	vn	1.60	1
涌现	v	1.60	1
对策	n	1.60	1
注册	vi	1.60	1
兄弟	n	1.60	1
大门	n	1.60	1
补充	v	1.60	1
黄金	n	1.60	1
思维	n	1.60	1
姑娘	n	1.60	1
刊登	v	1.60	1
反响	n	1.60	1
著作	n	1.60	1
题材	n	1.60	1
全力	n	1.60	1
组合	vi	1.60	1
指定	v	1.60	1
家园	n	1.60	1
生长	v	1.60	1
学会	v	1.60	1
享有	v	1.60	1
返回	v	1.60	1
实质	n	1.60	1
派出所	n	1.60	1
名义	n	1.60	1
倾向	v	1.60	5
国民党	n	1.60	1
爆发	v	1.60	1
赠送	v	1.60	1
出路	n	1.60	1
上学	vi	1.60	1
入手	vi	1.60	1
吃饭	vi	1.60	1
工程师	n	1.60	1
赞成	v	1.60	1
结论	n	1.60	1
天下	n	1.60	1
服从	v	1.60	1
论证	v	1.60	1
专利	n	1.60	1
不准	v	1.60	1
营养	n	1.60	1
带有	v	1.60	1
定位	vi	1.60	1
目光	n	1.60	1
老板	n	1.60	1
爆炸	vn	1.60	1
提到	v	1.60	1
警方	n	1.60	1
等待	v	1.60	1
占领	v	1.60	1
提醒	v	1.60	1
水稻	n	1.60	1
场面	n	1.60	1
自行车	n	1.60	7
无限	vd	1.60	1
女性	n	1.60	1
民众	n	1.60	1
迈出	v	1.60	1
出租车	n	1.60	1
代价	n	1.60	1
崛起	vn	1.60	1
誉为	v	1.60	1
共产主义	n	1.60	1
过年	vi	1.60	1
战友	n	1.60	1
循环	vn	1.60	1
洪水	n	1.60	1
放心	v	1.60	1
支撑	v	1.60	1
儿女	n	1.60	1
造就	v	1.60	1
取代	v	1.60	1
侵略	v	1.60	1
修复	v	1.60	1
口号	n	1.60	1
同步	vi	1.60	1
如同	v	1.60	1
干涉	v	1.60	1
股东	n	1.60	1
开会	vi	1.60	1
救援	v	1.60	1
人间	n	1.60	1
发布会	n	1.60	1
初中	n	1.60	1
士兵	n	1.60	1
商家	n	1.60	2
受益	vi	1.60	1
集资	vi	1.60	1
民航	n	1.60	1
立案	vi	1.60	1
来临	vn	1.60	1
seed	n	1.60	2
严禁	v	1.60	1
争论	v	1.60	2
清除	v	1.60	1
一面	n	1.60	1
蔓延	vi	1.60	1
政治家	n	1.60	1
心态	n	1.60	1
形态	n	1.60	1
翻译	n	1.60	1
跨越	v	1.60	1
灵魂	n	1.60	1
难关	n	1.60	1
流入	v	1.60	1
看出	v	1.60	1
任职	v	1.60	1
学历	n	1.60	1
赞助	v	1.60	1
孤儿	n	1.60	1
家人	n	1.60	1
节奏	n	1.60	1
膨胀	vi	1.60	1
同类	n	1.60	1
白色	n	1.60	1
犹如	v	1.60	1
美化	v	1.60	1
批判	v	1.60	1
讲究	v	1.60	1
谋求	v	1.60	1
超出	v	1.60	1
引入	v	1.60	1
停留	vi	1.60	1
连接	v	1.60	1
监控	vn	1.60	1
姿态	n	1.60	1
限额	n	1.60	1
机器	n	1.60	1
否认	v	1.60	1
钢铁	n	1.60	1
起诉	v	1.60	1
强制	vd	1.60	1
进度	n	1.60	1
残疾	n	1.60	1
赞同	v	1.60	1
融入	v	1.60	1
净化	v	1.60	1
下决心	vi	1.60	1
红色	n	1.60	1
数学	n	1.60	1
包含	v	1.60	1
作物	n	1.60	1
花钱	vi	1.60	1
篮球	n	1.60	1
衡量	v	1.60	1
联想	nz	1.60	1
挖掘	vn	1.60	1
后人	n	1.60	1
解散	v	1.60	1
招收	v	1.60	1
献身	v	1.60	1
答案	n	1.60	1
原本	n	1.60	1
震惊	v	1.60	1
描述	vn	1.60	1
咖啡	n	1.60	2
权限	n	1.60	1
玻璃	n	1.60	1
阶层	n	1.60	1
进军	v	1.60	1
涉嫌	v	1.60	1
迈进	vi	1.60	1
幼儿园	n	1.60	1
促成	v	1.60	1
层面	n	1.60	1
双手	n	1.60	1
捐献	vn	1.60	1
革新	vn	1.60	1
devil	n	1.60	1
声称	v	1.60	1
声誉	n	1.60	1
可惜	v	1.60	1
心脏	n	1.60	1
填补	v	1.60	1
产物	n	1.60	1
平民	n	1.60	2
答应	v	1.60	1
用途	n	1.60	1
含义	n	1.60	1
多利	nz	1.60	1
认同	vn	1.60	1
放下	v	1.60	1
颜色	n	1.60	1
大战	n	1.60	1
姓名	n	1.60	1
泛滥	vi	1.60	1
蓝天	n	1.60	1
礼物	n	1.60	1
通用	nz	1.60	1
孤立	v	1.60	1
剩余	vn	1.60	1
扮演	v	1.60	1
告诫	v	1.60	2
亲友	n	1.60	1
不法分子	n	1.60	1
物理	n	1.60	1
对照	vn	1.60	1
上场	vi	1.60	1
帽子	n	1.60	1
战场	n	1.60	1
赶上	v	1.60	1
推翻	v	1.60	1
团伙	n	1.60	1
先锋	n	1.60	1
大米	n	1.60	1
蓝色	n	1.60	1
剧本	n	1.60	1
女人	n	1.60	1
主流	n	1.60	1
模型	n	1.60	2
把关	vi	1.60	1
普通话	n	1.60	1
一条龙	n	1.60	1
知名度	n	1.60	1
汉字	nz	1.60	1
疗法	n	1.60	1
驱动	vn	1.60	1
正视	v	1.60	1
场景	n	1.60	1
弱点	n	1.60	1
脚步	n	1.60	1
食物	n	1.60	1
输入	v	1.60	1
挽救	v	1.60	1
演变	vi	1.60	1
是非	n	1.60	1
苦难	n	1.60	1
坚信	v	1.60	1
发给	v	1.60	1
预料	v	1.60	1
抬头	vi	1.60	1
再生	vi	1.60	1
旅行	vn	1.60	1
不止	v	1.60	1
源于	v	1.60	2
源泉	n	1.60	1
接纳	v	1.60	1
版本	n	1.60	1
侵害	vn	1.60	1
摸索	v	1.60	1
管理局	n	1.60	1
时光	n	1.60	1
黑色	n	1.60	1
过往	vn	1.60	1
叫做	v	1.60	1
大山	n	1.60	1
无视	v	1.60	1
尺度	n	1.60	1
救人	vi	1.60	1
孕育	v	1.60	1
车祸	n	1.60	1
求助	v	1.60	1
着想	vi	1.60	1
担忧	v	1.60	1
求职	vi	1.60	1
要点	n	1.60	1
子孙后代	n	1.60	1
突击	vd	1.60	1
建树	n	1.60	1
备案	vi	1.60	2
私利	n	1.60	1
道歉	vi	1.60	1
多样性	n	1.60	2
身高	n	1.60	1
国人	n	1.60	1
严惩	v	1.60	1
汇总	v	1.60	1
急于	v	1.60	1
轨迹	n	1.60	1
阻挠	v	1.60	1
征服	v	1.60	1
红旗	n	1.60	2
逃避	v	1.60	1
必要性	n	1.60	1
糖尿病	n	1.60	1
分级	v	1.60	1
发展史	n	1.60	1
恐龙	n	1.60	1
奇怪	v	1.60	1
小心	v	1.60	1
导师	n	1.60	1
形容	v	1.60	1
本科	n	1.60	1
模样	n	1.60	1
味道	n	1.60	1
警钟	n	1.60	1
成功率	n	1.60	1
境地	n	1.60	1
忽略	v	1.60	1
超市	n	1.60	1
不容忽视	vl	1.60	2
团队	n	1.60	1
眼镜	n	1.60	1
瓶颈	n	1.60	1
文盲	n	1.60	1
崩溃	vi	1.60	1
抵抗	v	1.60	1
日军	n	1.60	1
奖学金	n	1.60	1
出场	vi	1.60	1
成年人	n	1.60	1
样式	n	1.60	1
巨人	n	1.60	1
让利	v	1.60	1
收拾	v	1.60	1
配偶	n	1.60	1
任重道远	vl	1.60	1
角落	n	1.60	1
全程	n	1.60	1
车子	n	1.60	1
副教授	n	1.60	1
入侵	v	1.60	1
强迫	v	1.60	1
博士后	n	1.60	1
体能	n	1.60	1
夸张	vi	1.60	1
行事	vi	1.60	1
实习	v	1.60	1
脑袋	n	1.60	1
穿越	v	1.60	1
流露	v	1.60	1
就读	vi	1.60	1
助长	v	1.60	1
回想	v	1.60	1
警示	vn	1.60	1
欺骗	v	1.60	1
上映	v	1.60	1
乐园	n	1.60	2
常人	n	1.60	1
大脑	n	1.60	1
子孙	n	1.60	1
呼吸	v	1.60	1
制高点	n	1.60	1
标本	n	1.60	1
时隔	v	1.60	1
表情	n	1.60	1
注意力	n	1.60	1
涉足	v	1.60	1
救治	v	1.60	1
剥削	v	1.60	1
骗取	v	1.60	1
报复	vn	1.60	1
发扬光大	vl	1.60	1
隐藏	v	1.60	1
无罪	vi	1.60	1
雪花	n	1.60	1
抨击	v	1.60	1
外语	n	1.60	1
照搬	v	1.60	1
听听	v	1.60	1
号称	v	1.60	1
作文	n	1.60	1
神情	n	1.60	1
抉择	vn	1.60	1
来不及	v	1.60	1
堵住	v	1.60	1
带走	v	1.60	1
属性	n	1.60	1
说服力	n	1.60	1
清洗	vn	1.60	1
生成	v	1.60	2
宣扬	v	1.60	3
隔离	vn	1.60	1
威力	n	1.60	1
世世代代	nl	1.60	1
姐姐	n	1.60	1
白云	n	1.60	1
有限公司	n	1.60	1
为人	n	1.60	1
苦战	vi	1.60	1
深造	vi	1.60	1
撤职	vi	1.60	1
折磨	vn	1.60	1
欢呼	v	1.60	1
触犯	v	1.60	1
安全性	n	1.60	1
功课	n	1.60	1
图谋	n	1.60	1
生病	vi	1.60	1
泄漏	v	1.60	1
沐浴	vi	1.60	1
罪名	n	1.60	1
终结	vi	1.60	1
手脚	n	1.60	1
明知	v	1.60	1
竭尽全力	vl	1.60	1
摧毁	v	1.60	1
怀孕	vi	1.60	1
gene	nz	1.60	1
门槛	n	1.60	1
相当于	v	1.60	1
急功近利	vl	1.60	2
留下来	v	1.60	1
顾及	v	1.60	1
召唤	v	1.60	1
剧情	n	1.60	1
根基	n	1.60	1
解剖	v	1.60	1
鼓吹	v	1.60	1
出头	n	1.60	1
失控	vi	1.60	1
加油	vi	1.60	5
阴谋	n	1.60	2
救命	vn	1.60	1
运气	n	1.60	1
关乎	v	1.60	1
传染病	n	1.60	1
战乱	n	1.60	1
忍受	v	1.60	1
名词	n	1.60	1
相识	vi	1.60	1
世俗	n	1.60	1
长河	n	1.60	1
近乎	v	1.60	1
关停	v	1.60	1
相伴	vi	1.60	1
男性	n	1.60	1
观望	vn	1.60	1
免除	v	1.60	1
火化	v	1.60	1
先驱	n	1.60	1
打败	v	1.60	1
定义	n	1.60	1
良知	n	1.60	1
试想	v	1.60	1
关押	v	1.60	1
盆地	n	1.60	1
成年	n	1.60	1
不好意思	vl	1.60	2
意想不到	vl	1.60	1
接种	vn	1.60	1
传染	vn	1.60	1
打扮	v	1.60	1
壁垒	n	1.60	1
破例	vd	1.60	1
弱者	n	1.60	1
极限	n	1.60	1
折腾	v	1.60	1
摇头	vi	1.60	1
抗衡	vi	1.60	1
经得起	v	1.60	1
辩护	vn	1.60	1
造假	v	1.60	1
畅所欲言	vl	1.60	1
更新换代	vl	1.60	1
沦为	v	1.60	1
公诉	vn	1.60	1
致命	vn	1.60	1
掩饰	v	1.60	1
取暖	vi	1.60	1
猴子	n	1.60	1
民进	n	1.60	1
殊不知	v	1.60	1
量子	n	1.60	1
眼神	n	1.60	1
动画	n	1.60	1
神态	n	1.60	1
感想	n	1.60	1
安全感	n	1.60	1
利弊	n	1.60	1
肖像	n	1.60	1
忍不住	v	1.60	1
劲儿	n	1.60	1
祈祷	v	1.60	1
围城	vi	1.60	1
人手	n	1.60	1
强加	vi	1.60	1
错过	v	1.60	1
胎儿	n	1.60	1
分清	v	1.60	1
放任	v	1.60	1
有事	vi	1.60	1
心理学	n	1.60	1
设定	v	1.60	1
杀手	n	1.60	1
物化	vi	1.60	1
所作所为	nl	1.60	1
老外	n	1.60	1
堕胎	vi	1.60	1
大哥	n	1.60	1
编码	n	1.60	1
供养	v	1.60	1
捣毁	v	1.60	1
开玩笑	vi	1.60	1
散落	v	1.60	1
solo	n	1.60	1
标记	n	1.60	1
造诣	n	1.60	1
样本	n	1.60	1
妄图	vd	1.60	1
操心	v	1.60	1
序列	n	1.60	1
冷冻	vn	1.60	1
落叶	n	1.60	1
只用	v	1.60	1
宫廷	n	1.60	1
畸形	n	1.60	1
头衔	n	1.60	1
新纪元	n	1.60	1
怀有	v	1.60	1
开拍	v	1.60	1
成名	vi	1.60	1
排序	vn	1.60	1
金石	n	1.60	1
宝座	n	1.60	1
网页	n	1.60	1
美食	n	1.60	1
衬托	v	1.60	1
不成	v	1.60	1
迷失	v	1.60	1
万物	n	1.60	1
前程	n	1.60	1
自居	v	1.60	1
凡事	n	1.60	1
危害性	n	1.60	1
钱包	n	1.60	1
与众不同	vl	1.60	1
除去	v	1.60	1
好心人	n	1.60	1
殆尽	vi	1.60	1
改动	vn	1.60	1
武钢	n	1.60	1
重罚	v	1.60	1
俘虏	n	1.60	1
姑息	v	1.60	1
传承	vi	1.60	1
益处	n	1.60	1
逆转	vi	1.60	1
引人入胜	vl	1.60	1
老头	n	1.60	1
毒害	n	1.60	1
潜入	v	1.60	1
直言	vi	1.60	1
buff	n	1.60	1
回过	v	1.60	1
残缺	vn	1.60	1
体检	vn	1.60	1
突变	vi	1.60	1
一成不变	vl	1.60	1
缠身	v	1.60	1
挨打	vi	1.60	1
举例	vi	1.60	1
时事	n	1.60	1
高官	n	1.60	1
比方	n	1.60	2
合法化	vn	1.60	1
词汇	n	1.60	1
生物学	n	1.60	1
套路	n	1.60	1
出世	vi	1.60	1
小看	v	1.60	1
成型	vi	1.60	1
世间	n	1.60	1
拿到	v	1.60	1
结尾	n	1.60	1
人世间	n	1.60	1
宝贝	n	1.60	1
心血管	n	1.60	1
计委	n	1.60	1
性命	n	1.60	1
母体	n	1.60	1
外行	n	1.60	1
苍蝇	n	1.60	1
坐等	v	1.60	1
断层	n	1.60	1
暗示	v	1.60	1
解聘	v	1.60	1
贫血	vi	1.60	1
无能为力	vl	1.60	1
生财	vi	1.60	1
惨败	vi	1.60	1
比不上	vl	1.60	1
混淆	v	1.60	1
牵连	vn	1.60	1
报批	v	1.60	1
配对	vi	1.60	1
趋利避害	vl	1.60	1
袖手旁观	vl	1.60	1
相待	v	1.60	1
没用	vi	1.60	1
必经	v	1.60	1
不可估量	vl	1.60	1
停机	vi	1.60	1
捷径	n	1.60	1
姿势	n	1.60	1
山洞	n	1.60	1
感性	n	1.60	1
别有用心	vl	1.60	1
在意	v	1.60	1
喷射	v	1.60	1
子宫	n	1.60	1
后遗症	n	1.60	1
手套	n	1.60	2
终极	n	1.60	1
起跑	vi	1.60	1
严防	v	1.60	1
原谅	v	1.60	1
始祖	n	1.60	1
保护伞	n	1.60	1
话说	v	1.60	1
等值	vi	1.60	1
自负	v	1.60	1
哥们儿	n	1.60	1
破烂	n	1.60	1
骗人	vi	1.60	1
离职	vi	1.60	1
鬼子	n	1.60	1
凶手	n	1.60	1
知情	vi	1.60	1
心甘情愿	vl	1.60	1
记忆力	n	1.60	1
服气	vi	1.60	1
四肢	n	1.60	1
野心	n	1.60	1
还原	vi	1.60	1
身世	n	1.60	1
运筹帷幄	vl	1.60	1
血缘	n	1.60	1
休止	vi	1.60	1
煎熬	vn	1.60	1
反驳	vn	1.60	1
系主任	n	1.60	1
肝癌	n	1.60	1
完整性	n	1.60	1
残害	v	1.60	1
明月	n	1.60	1
畏惧	v	1.60	1
得不偿失	vl	1.60	1
定论	n	1.60	1
木偶	n	1.60	1
牵扯	v	1.60	1
发难	vi	1.60	1
丢弃	v	1.60	1
标榜	v	1.60	1
征得	v	1.60	1
正比	n	1.60	1
指手画脚	nl	1.60	1
红外	n	1.60	1
论资排辈	vl	1.60	1
毁灭性	n	1.60	1
天灾人祸	nl	1.60	1
可比	vn	1.60	1
logo	n	1.60	1
超群	vi	1.60	5
接踵而来	vl	1.60	1
守望	v	1.60	1
身临其境	nl	1.60	1
夸赞	v	1.60	1
哗众取宠	vl	1.60	1
雄鹰	n	1.60	1
翱翔	vi	1.60	1
肤色	n	1.60	1
皮毛	n	1.60	1
猜想	vn	1.60	2
越界	vi	1.60	1
理科	n	1.60	1
高中生	n	1.60	1
巴掌	n	1.60	2
能耐	n	1.60	1
患有	v	1.60	1
女方	n	1.60	1
隔绝	v	1.60	1
侃侃而谈	vl	1.60	1
调和	vn	1.60	1
同情心	n	1.60	1
死活	n	1.60	1
扑朔迷离	vl	1.60	1
感应	n	1.60	1
珍重	v	1.60	1
只求	v	1.60	1
起跑线	n	1.60	1
给水	vn	1.60	1
