Word	Part-Of-Speech	Weight	Frequency
欠缺	vi	1.60	1
设定	v	1.60	1
底层	n	1.60	1
偏爱	v	1.60	6
说说	v	1.60	1
本科生	n	1.60	1
后天	n	1.60	1
狮子	n	1.60	1
有余	vi	1.60	1
样本	n	1.60	1
评述	v	1.60	1
好汉	n	1.60	1
惦记	v	1.60	1
卡片	n	1.60	1
生殖	vn	1.60	1
细菌	n	1.60	1
畸形	n	1.60	1
欢喜	vn	1.60	1
从未有过	vl	1.60	1
仰望	v	1.60	1
伤痕	n	1.60	2
绝症	n	1.60	1
不复存在	vl	1.60	1
深渊	n	1.60	1
竹子	n	1.60	2
万物	n	1.60	1
改动	v	1.60	1
尾巴	n	1.60	1
中立	vn	1.60	1
回音	n	1.60	1
很难说	vl	1.60	1
wink	n	1.60	3
道义	n	1.60	1
何止	v	1.60	1
大麻	n	1.60	1
问问	v	1.60	1
毒性	n	1.60	1
翻身	vi	1.60	1
脾气	n	1.60	1
夭折	vi	1.60	1
赚取	v	1.60	1
居安思危	vl	1.60	1
适得其反	vl	1.60	1
严加	vd	1.60	1
说不定	vl	1.60	1
人品	n	1.60	1
比方	n	1.60	1
衬衣	n	1.60	4
尘埃	n	1.60	1
人情味	n	1.60	1
小人	n	1.60	2
圈子	n	1.60	1
小看	v	1.60	1
豆腐	n	1.60	1
宝贝	n	1.60	3
先天	n	1.60	1
心血管	n	1.60	1
部落	n	1.60	1
分手	vi	1.60	1
密码	n	1.60	1
马甲	n	1.60	1
贫血	vi	1.60	1
小子	n	1.60	1
自然人	n	1.60	1
智商	n	1.60	1
转运	vn	1.60	1
何谓	v	1.60	1
恋爱	vi	1.60	1
大头	n	1.60	1
细看	v	1.60	1
片段	n	1.60	1
可乐	n	1.60	1
微风	n	1.60	2
发热	vi	1.60	1
饼干	n	1.60	1
没关系	vl	1.60	1
热水	n	1.60	1
自然规律	nl	1.60	1
下课	vi	1.60	1
恶意	n	1.60	3
异域	n	1.60	1
微不足道	vl	1.60	1
一举一动	nl	1.60	1
石榴	n	1.60	2
知情	vi	1.60	1
服气	vi	1.60	1
学艺	vi	1.60	1
海豚	n	1.60	2
血缘	n	1.60	1
貌似	v	1.60	1
后世	n	1.60	1
明月	n	1.60	1
概率	n	1.60	1
想见	v	1.60	1
混入	v	1.60	1
凡人	n	1.60	1
牟利	vi	1.60	1
判罚	v	1.60	1
漏掉	v	1.60	1
减刑	vi	1.60	1
幌子	n	1.60	1
单线	n	1.60	1
指日可待	vl	1.60	1
俯视	v	1.60	1
脑细胞	n	1.60	1
仙女	n	1.60	1
得病	vi	1.60	1
惧怕	v	1.60	1
螃蟹	n	1.60	1
赤子之心	nl	1.60	1
荒野	n	1.60	1
魔王	n	1.60	1
修饰	v	1.60	1
药师	n	1.60	1
过世	v	1.60	1
张口	vi	1.60	1
稀释	v	1.60	1
沧海	n	1.60	1
试管婴儿	n	1.60	1
奶茶	nms	1.60	2
决定论	n	1.60	1
梨子	n	1.60	1
蚕豆	n	1.60	1
懒得	v	1.60	1
静脉	n	1.60	1
地瓜	n	1.60	1
宠物	n	1.60	1
生物学家	n	1.60	1
雪糕	n	1.60	1
就事论事	vl	1.60	1
破解	v	1.60	1
本位	n	1.60	1
张嘴	vi	1.60	1
栀子	n	1.60	1
思辨	vi	1.60	1
坏处	n	1.60	1
瘟疫	n	1.60	1
没事	vi	1.60	1
名不虚传	vl	1.60	1
选修	v	1.60	1
大叔	n	1.60	1
异样	n	1.60	1
轻描淡写	vl	1.60	1
不可逾越	vl	1.60	1
可可	n	1.60	1
航海	vi	1.60	1
礼拜	n	1.60	1
上限	n	1.60	1
碰见	v	1.60	1
可比性	n	1.60	1
边界线	n	1.60	2
绳之以法	vl	1.60	1
卵子	n	1.60	1
引爆	v	1.60	1
存活	vi	1.60	1
种花	vi	1.60	6
染色体	n	1.60	1
老天爷	n	1.60	1
迷路	vi	1.60	1
末日	n	1.60	1
游荡	vi	1.60	1
字号	n	1.60	1
法理	n	1.60	1
活人	n	1.60	1
墓碑	n	1.60	1
人气	n	1.60	2
生老病死	nl	1.60	1
公海	n	1.60	1
星辰	n	1.60	1
杞人忧天	vl	1.60	3
受体	n	1.60	1
食物链	n	1.60	1
后背	n	1.60	1
冬青	nr2	1.60	2
节操	n	1.60	1
外力	n	1.60	1
追名逐利	vl	1.60	1
幽灵	n	1.60	1
酸奶	n	1.60	1
汽水	n	1.60	1
刺猬	n	1.60	5
治治	v	1.60	1
阻断	v	1.60	1
小鬼	n	1.60	4
录入	v	1.60	1
拔苗助长	vl	1.60	1
吉庆	n	1.60	1
血友病	n	1.60	1
床单	n	1.60	1
严令禁止	vl	1.60	1
圆梦	v	1.60	1
太阳神	nz	1.60	1
冬瓜	n	1.60	3
拉拉	v	1.60	2
远亲	n	1.60	1
臆想	v	1.60	1
受精	vn	1.60	1
交配	vi	1.60	1
不治之症	nl	1.60	1
用到	v	1.60	1
公子	n	1.60	2
是不是	v	1.60	1
终结者	n	1.60	1
文科生	n	1.60	1
山药	n	1.60	1
头皮	n	1.60	1
复读	v	1.60	1
皇权	n	1.60	1
估摸	v	1.60	1
任由	v	1.60	1
呵呵	v	1.60	1
童子	n	1.60	1
外泄	v	1.60	1
逗笑	vi	1.60	1
遗传物质	n	1.60	1
无可挽回	vl	1.60	1
嘉木	n	1.60	1
洪水猛兽	nl	1.60	1
丁香	n	1.60	1
另当别论	vl	1.60	1
两面性	n	1.60	1
乌鸦	n	1.60	1
查查	v	1.60	1
火锅	n	1.60	1
复仇	vn	1.60	1
大棒	n	1.60	1
气泡	n	1.60	1
气死	v	1.60	1
外星人	n	1.60	1
小博士	nz	1.60	1
枫林	n	1.60	1
粉色	n	1.60	1
光明正大	nl	1.60	1
窝里斗	vl	1.60	1
乱套	vi	1.60	1
乱来	vi	1.60	1
外貌	n	1.60	1
人种	n	1.60	1
悔改	v	1.60	1
赌注	n	1.60	1
熬夜	vi	1.60	2
早逝	v	1.60	1
风月	n	1.60	1
完蛋	vi	1.60	1
一知半解	vl	1.60	1
酥油	n	1.60	1
考量	vi	1.60	1
仙人掌	n	1.60	1
不等式	n	1.60	1
发麻	vi	1.60	1
编年史	n	1.60	1
闲心	n	1.60	1
皮鞭	n	1.60	1
早衰	vi	1.60	1
饽饽	n	1.60	1
玩火	vi	1.60	1
确定性	n	1.60	1
雷池	n	1.60	1
修士	n	1.60	1
撒欢	vi	1.60	1
一锅粥	nl	1.60	1
清炖	v	1.60	1
抬杠	vi	1.60	1
锅贴	nms	1.60	1
杀一儆百	vl	1.60	1
备份	n	1.60	1
毛裤	n	1.60	1
婚配	vn	1.60	1
警戒线	n	1.60	1
造孽	vi	1.60	1
判案	vi	1.60	1
chiNo	n	1.60	2
人猿	n	1.60	1
猿猴	n	1.60	1
静静	nr2	1.60	1
新浪	ntz	1.60	1
秃头	n	1.60	1
爱滋病	n	1.60	1
多倍体	n	1.60	1
打赌	v	1.60	1
大虾	n	1.60	2
包票	n	1.60	1
嘟噜	v	1.60	1
色盲	n	1.60	1
狗头	n	1.60	1
预估	v	1.60	1
茴香	n	1.60	2
糖浆	n	1.60	1
替罪羊	n	1.60	1
东东	nz	1.60	1
橘子	n	1.60	1
怪癖	n	1.60	1
睁眼瞎	n	1.60	1
橘汁	n	1.60	1
奶糖	n	1.60	2
才貌	n	1.60	2
雌黄	n	1.60	1
夜饭	n	1.60	1
方糖	n	1.60	1
神经病	n	1.60	1
的卡	n	1.60	2
培养皿	n	1.60	1
小先生	n	1.60	2
根毛	n	1.60	1
几率	n	1.60	1
榴莲	n	1.60	1
身上	s	1.60	5
样	ng	1.59	7
丶	n	1.58	4
上面	f	1.58	3
拉	v	1.57	5
层	n	1.57	5
豆	n	1.55	13
所有	b	1.54	4
人为	b	1.53	5
念	v	1.53	6
永远	d	1.52	3
到底	d	1.52	3
只不过	d	1.52	3
偷偷	d	1.52	3
莓	n	1.52	3
马	nr1	1.49	13
一起	s	1.49	3
美国	nsf	1.47	1
天生	b	1.46	2
几千	m	1.43	4
改	v	1.41	5
十分	d	1.40	2
依法	d	1.40	2
首先	d	1.40	2
一直	d	1.40	2
专门	d	1.40	2
难以	d	1.40	2
互相	d	1.40	2
随时	d	1.40	2
反而	d	1.40	2
人工	d	1.40	2
好好	d	1.40	2
强行	d	1.40	2
简直	d	1.40	2
反正	d	1.40	2
何必	d	1.40	2
烬	n	1.40	2
几十	m	1.36	4
不再	d	1.32	4
养	v	1.29	5
楼	n	1.26	3
利	vg	1.26	3
饭	n	1.26	3
免	v	1.26	3
警	ng	1.26	3
骂	v	1.26	3
艾	nr1	1.26	3
别	d	1.26	8
安	v	1.25	6
主	ag	1.25	8
挺	d	1.24	9
纯正	a	1.22	2
树	n	1.17	6
离	v	1.17	2
数	v	1.17	2
换	v	1.17	2
风	n	1.17	2
线	n	1.17	2
酒	n	1.17	2
海	n	1.17	2
喝	vg	1.17	2
题	n	1.17	2
取	v	1.17	2
文	ng	1.17	2
脸	n	1.17	2
喜	v	1.17	4
货	n	1.17	2
明	vg	1.17	2
弄	v	1.17	2
乐	ng	1.17	2
抗	v	1.17	2
星	n	1.17	2
丢	v	1.17	2
偷	v	1.17	2
欲	vg	1.17	2
祝	v	1.17	2
味	ng	1.17	4
寻	v	1.17	2
哭	v	1.17	2
刻	v	1.17	2
蛋	n	1.17	2
漏	vd	1.17	2
吐	v	1.17	2
妈	n	1.17	2
扯	v	1.17	2
拳	n	1.17	2
性	ng	1.17	2
研	v	1.17	2
触	v	1.17	2
疯	vi	1.17	2
贝	ng	1.17	2
叔	n	1.17	2
渣	ng	1.17	2
芽	n	1.17	4
尘	ng	1.17	2
颜	ng	1.17	2
仔	ng	1.17	2
绒	ng	1.17	4
蕾	ng	1.17	2
w	n	1.17	2
原来	b	1.16	5
口	n	1.14	3
烧	vi	1.14	3
语	ng	1.14	3
塔	n	1.14	3
弊	ng	1.14	3
杠	ng	1.14	3
主要	b	1.14	3
科普	b	1.14	3
目前	t	1.12	6
达尔文	nrf	1.11	8
终生	m	1.10	4
三	m	1.09	36
理想	a	1.08	2
突然	a	1.08	2
麻烦	an	1.08	2
出名	a	1.08	2
恐惧	an	1.08	2
坏	a	1.07	6
屋	n	1.07	5
不对	a	1.05	3
整个	b	1.05	2
国内外	s	1.05	2
必然	b	1.05	2
家里	s	1.05	2
里面	f	1.05	2
少量	m	1.05	2
部分	m	1.03	3
库	n	1.01	6
