Word	Part-Of-Speech	Weight	Frequency
凡事	n	1.60	1
来得及	v	1.60	1
病变	vi	1.60	1
房东	n	1.60	1
简历	n	1.60	1
鲨鱼	n	1.60	1
来访者	n	1.60	1
白菜	n	1.60	5
小孩子	n	1.60	1
superwater	n	1.60	1
问问	v	1.60	1
物理学	n	1.60	1
功利	n	1.60	1
举例	vi	1.60	1
盒子	n	1.60	1
严加	vd	1.60	1
后台	n	1.60	1
比方	n	1.60	1
副作用	n	1.60	1
说不定	vl	1.60	1
放纵	v	1.60	1
发烧	vi	1.60	1
伸张	v	1.60	1
小看	v	1.60	1
母体	n	1.60	1
胖子	n	1.60	1
平生	n	1.60	1
高高在上	vl	1.60	1
厮杀	vn	1.60	1
梦境	n	1.60	1
马甲	n	1.60	1
键盘	n	1.60	1
医学界	n	1.60	1
对了	vl	1.60	1
开刀	vi	1.60	1
星光	n	1.60	1
岂止	v	1.60	1
试探	v	1.60	1
裤子	n	1.60	1
法典	n	1.60	1
转给	v	1.60	1
混淆	v	1.60	1
密码	n	1.60	1
野马	n	1.60	1
必经	vn	1.60	1
用意	n	1.60	1
骚动	vi	1.60	1
感性	n	1.60	1
不可估量	vl	1.60	1
补丁	n	1.60	1
牛棚	n	1.60	1
没用	vi	1.60	1
可乐	n	1.60	1
固步自封	vl	1.60	1
不用说	vl	1.60	1
悬念	n	1.60	3
热水	n	1.60	1
自然规律	nl	1.60	1
想念	v	1.60	1
野心	n	1.60	1
放出	v	1.60	1
人参	n	1.60	1
晴天	n	1.60	1
走弯路	vl	1.60	1
名为	v	1.60	1
早起	vi	1.60	2
无与伦比	vl	1.60	1
火柴	n	1.60	1
头儿	n	1.60	1
心怀	v	1.60	1
有空	vi	1.60	1
混入	v	1.60	1
出错	vi	1.60	1
切除	v	1.60	1
长大成人	vl	1.60	1
绿茶	n	1.60	1
病态	n	1.60	1
俯视	v	1.60	1
抽取	v	1.60	1
失效	vi	1.60	1
皮毛	n	1.60	1
放养	v	1.60	1
不顾一切	nl	1.60	1
成语	n	1.60	1
刀子	n	1.60	1
无关紧要	vl	1.60	1
一边倒	vi	1.60	1
得病	vi	1.60	1
相悖	v	1.60	1
仙女	n	1.60	1
复旦	nz	1.60	1
富人	n	1.60	1
计生委	n	1.60	1
得胜	vi	1.60	1
禁忌	n	1.60	1
红星	n	1.60	1
附带	v	1.60	1
量刑	vi	1.60	1
皇后	n	1.60	1
顶端	n	1.60	1
默认	v	1.60	1
拷贝	v	1.60	1
奶茶	nms	1.60	1
双胞胎	n	1.60	1
轻重	n	1.60	1
抵抗力	n	1.60	1
工作室	n	1.60	1
留名	vi	1.60	1
安乐	nz	1.60	1
论点	n	1.60	1
纸片	n	1.60	1
退路	n	1.60	1
痛不欲生	vl	1.60	1
胆大妄为	vl	1.60	1
基因组	n	1.60	1
地瓜	n	1.60	1
礼炮	n	1.60	1
看热闹	vi	1.60	1
荒废	v	1.60	1
嫖娼	v	1.60	1
老天	n	1.60	1
论调	n	1.60	1
宠物	n	1.60	1
热度	n	1.60	1
耕田	vi	1.60	1
乾坤	n	1.60	1
ting	n	1.60	1
goodman	n	1.60	2
romeo	nz	1.60	1
从业者	n	1.60	1
螺旋	n	1.60	1
细胞核	n	1.60	1
生儿育女	vl	1.60	1
人形	n	1.60	1
卵子	n	1.60	1
玷污	v	1.60	1
如常	vi	1.60	1
乱世	n	1.60	1
有过之而无不及	vl	1.60	1
粘贴	v	1.60	1
糯米	n	1.60	2
昏迷不醒	vl	1.60	1
星辰	n	1.60	1
圣母	n	1.60	1
红尘	n	1.60	1
食物链	n	1.60	1
立足之地	nl	1.60	1
朝夕	n	1.60	2
番茄	n	1.60	1
沾边	vi	1.60	1
受体	n	1.60	1
丢人现眼	vl	1.60	1
堪忧	v	1.60	1
染上	v	1.60	1
领教	v	1.60	1
哥们	n	1.60	1
寻思	v	1.60	1
稚气	n	1.60	1
烧烤	v	1.60	1
年糕	n	1.60	1
捞一把	vl	1.60	1
雨声	n	1.60	2
咸鱼	n	1.60	1
惊吓	v	1.60	1
环游	v	1.60	1
葬身	v	1.60	1
独揽	v	1.60	2
何去何从	vl	1.60	1
脐带	n	1.60	1
芹菜	n	1.60	1
核战争	n	1.60	1
箭头	n	1.60	1
谢幕	vi	1.60	1
无话可说	vl	1.60	1
研发	v	1.60	1
撑腰	vi	1.60	1
桃子	n	1.60	1
原子核	n	1.60	1
须要	v	1.60	1
海带	n	1.60	1
大小写	n	1.60	1
拼写	v	1.60	1
宫颈癌	n	1.60	1
亲疏	n	1.60	1
沾沾自喜	vl	1.60	1
绕过	v	1.60	1
娘娘	n	1.60	1
篓子	n	1.60	1
豆芽	n	1.60	2
泛指	v	1.60	1
初见	v	1.60	1
抢夺	v	1.60	1
点数	n	1.60	1
竭泽而渔	vl	1.60	1
血友病	n	1.60	1
皇室	n	1.60	1
传染源	n	1.60	1
阴天	n	1.60	1
小姑	n	1.60	1
摇旗呐喊	vl	1.60	1
拼接	v	1.60	1
缝补	v	1.60	1
畅想	v	1.60	1
云烟	n	1.60	1
野兽	n	1.60	1
查查	v	1.60	1
万恶	n	1.60	1
邀功	vi	1.60	1
等价	n	1.60	1
风起云涌	vl	1.60	1
厌恶	v	1.60	1
云端	n	1.60	1
破坏力	n	1.60	1
造物主	n	1.60	1
菠萝	n	1.60	1
崇拜者	n	1.60	1
开卷	vi	1.60	3
橙色	n	1.60	1
改过	vi	1.60	1
核弹	n	1.60	1
野人	n	1.60	1
雷电	n	1.60	1
选项	n	1.60	1
尖端科学	nl	1.60	1
露脸	vi	1.60	1
酒馆	n	1.60	1
抱抱	v	1.60	1
细水长流	vl	1.60	1
蜈蚣	n	1.60	1
臭名昭著	vl	1.60	1
染病	vi	1.60	1
百事	nz	1.60	1
熬夜	vi	1.60	1
包工	vn	1.60	1
岔道	n	1.60	1
黑心	n	1.60	2
回路	n	1.60	1
撒野	vi	1.60	1
高个子	n	1.60	1
洋葱	n	1.60	1
太保	n	1.60	1
乌托邦	nz	1.60	1
一生一世	nl	1.60	1
酒窝	n	1.60	1
散失	vi	1.60	1
兜兜	n	1.60	3
括号	n	1.60	1
止渴	vi	1.60	1
斗士	n	1.60	1
跟进	vn	1.60	1
医圣	n	1.60	1
急不可耐	vl	1.60	1
舆情	n	1.60	1
二老	n	1.60	1
怪物	n	1.60	1
汤圆	n	1.60	1
分子结构	nl	1.60	1
狙击手	n	1.60	1
不过如此	vl	1.60	1
细胞系	n	1.60	1
杆儿	n	1.60	1
插花	vn	1.60	1
侍卫	n	1.60	1
天干	n	1.60	1
妇儿	n	1.60	1
无神论	n	1.60	1
长生不老	vl	1.60	1
没错	vi	1.60	1
装疯卖傻	vl	1.60	1
武僧	n	1.60	1
疯狗	n	1.60	1
睡醒	vi	1.60	1
薄荷	n	1.60	1
温度计	n	1.60	1
天知道	vl	1.60	1
缝缝补补	v	1.60	1
lily	v	1.60	1
valkyrie	n	1.60	2
condom	n	1.60	1
华电	nz	1.60	1
转录	v	1.60	1
获得性	n	1.60	1
恭喜	v	1.60	1
娘胎	n	1.60	1
南韩	n	1.60	1
旺旺	nz	1.60	1
火眼	n	1.60	1
帮子	n	1.60	1
强强	nr2	1.60	1
黑索今	n	1.60	1
魔头	n	1.60	1
知了	n	1.60	1
哼唧	v	1.60	1
后妈	n	1.60	1
畜生	n	1.60	1
木鱼	n	1.60	1
小脑	n	1.60	1
贵人	n	1.60	1
拿人	v	1.60	1
活靶	n	1.60	1
大亨	n	1.60	1
珊珊	nr2	1.60	1
屏蔽	v	1.60	1
亡魂	n	1.60	1
放屁	v	1.60	1
狗屁	n	1.60	1
没谱	v	1.60	1
臆造	v	1.60	1
橘子	n	1.60	1
说白	n	1.60	1
多福	nz	1.60	1
虾片	n	1.60	1
好人家	n	1.60	1
浊酒	n	1.60	2
牛痘	n	1.60	1
上官	nr1	1.60	6
刀柄	n	1.60	1
使徒	n	1.60	1
万一	d	1.58	4
一旦	d	1.55	5
hiv	x	1.54	7
只不过	d	1.52	3
唯一	b	1.49	3
以前	f	1.49	3
原来	b	1.46	4
主要	d	1.41	2
首先	d	1.40	2
比较	d	1.40	2
越来越	d	1.40	2
最终	d	1.40	2
终于	d	1.40	2
几乎	d	1.40	2
曾经	d	1.40	2
实际上	d	1.40	2
至少	d	1.40	2
远远	d	1.40	2
绝不	d	1.40	2
到处	d	1.40	2
真是	d	1.40	2
从来	d	1.40	2
擅自	d	1.40	2
居然	d	1.40	2
未必	d	1.40	2
私自	d	1.40	2
无非	d	1.40	2
明明	d	1.40	2
就算	d	1.40	2
大张旗鼓	dl	1.40	2
咻	n	1.40	2
猫	n	1.38	7
冽	n	1.37	3
陳	n	1.37	3
@撸片ares	nr	1.34	3
罪	n	1.32	4
味	ng	1.32	4
醉	v	1.32	4
狼	n	1.32	4
cCR5	x	1.26	2
一万	m	1.26	2
一：	m	1.26	2
2015	m	1.26	2
猪	n	1.26	3
样	ng	1.26	3
喝	vg	1.26	4
李	nr1	1.26	4
尼玛	ns	1.26	1
备	v	1.19	13
流	v	1.19	5
泡	v	1.18	7
区	n	1.17	2
愿	v	1.17	2
放	v	1.17	2
坐	v	1.17	2
派	nms	1.17	2
离	v	1.17	2
跑	v	1.17	2
情	n	1.17	2
加	v	1.17	2
拉	v	1.17	2
求	v	1.17	2
海	n	1.17	2
关	n	1.17	2
眼	n	1.17	2
修	v	1.17	2
动	v	1.17	2
够	v	1.17	2
梦	n	1.17	2
冲	v	1.17	2
退	v	1.17	2
房	n	1.17	2
抱	v	1.17	2
背	v	1.17	2
缺	v	1.17	2
血	n	1.17	2
游	v	1.17	2
举	ng	1.17	2
毁	v	1.17	2
星	n	1.17	2
云	n	1.17	2
解	v	1.17	2
理	n	1.17	2
脱	v	1.17	2
害	v	1.17	2
冰	n	1.17	2
瓶	n	1.17	2
植	v	1.17	2
禁	v	1.17	2
脑	n	1.17	2
考	v	1.17	2
品	ng	1.17	2
呆	v	1.17	2
丝	n	1.17	2
惊	v	1.17	2
躲	v	1.17	2
灭	v	1.17	2
赞	vg	1.17	2
剑	n	1.17	2
剪	v	1.17	2
胡	nr1	1.17	2
贺	vg	1.17	2
闲	v	1.17	2
淘	v	1.17	6
哥	n	1.17	2
博	vg	1.17	2
豆	n	1.17	2
捅	v	1.17	2
斩	v	1.17	2
蜜	n	1.17	2
槽	ng	1.17	2
佬	ng	1.17	2
渊	ng	1.17	2
镝	ng	1.17	2
芷	ng	1.17	2
落	v	1.16	5
江	n	1.14	3
团	n	1.14	3
雨	n	1.14	3
睡	v	1.14	3
依	v	1.14	3
吠	vg	1.14	3
什	ng	1.14	3
部分	m	1.14	3
国外	s	1.14	3
之前	f	1.14	3
潜在	b	1.14	3
正确	a	1.08	2
有利	a	1.08	2
不好	ad	1.08	2
单纯	a	1.08	2
绝望	a	1.08	2
中肯	a	1.08	2
丧心病狂	al	1.08	2
皮	n	1.07	5
鸭	ng	1.07	5
艾	nr1	1.07	5
秀	ag	1.06	5
年轻	a	1.05	3
国内	s	1.05	2
一点	mq	1.05	2
大部分	m	1.05	2
无数	m	1.05	2
当中	f	1.05	2
百分之	m	1.05	2
千钧一发	bl	1.05	2
系	v	1.04	6
傻	a	1.04	4
主	ag	1.03	25
琅琊	ns	1.02	1
